pais,anio,grupo_edad,sexo,causa,causa_grupo,q_media_posterior,q_mediana_posterior,q_li_95,q_ls_95
Belice,2016,60-64,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.8620736592839787e-5,6.383481651091161e-7,9.768943491953564e-17,2.5672091487440377e-4
Belice,2016,60-64,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0019691998701716444,0.0018953352319647431,8.51169504244835e-4,0.003522281670584787
Belice,2016,60-64,Mujer,IX,Enfermedades del sistema circulatorio,0.0036513882173088335,0.003581490385866043,0.0020367648310366804,0.005741098808555019
Belice,2016,60-64,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.741075998708136e-4,2.0792576585668417e-4,1.4799481235244127e-5,8.907822276213045e-4
Belice,2016,60-64,Mujer,X,Enfermedades del sistema respiratorio,7.713785511691732e-4,6.939203009231345e-4,1.7890878819687008e-4,0.001815969921538178
Belice,2016,60-64,Mujer,XI,Enfermedades del sistema digestivo,7.573749218847028e-4,6.866151834557354e-4,1.8042127157337598e-4,0.0017500580524723534
Belice,2016,60-64,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.916632953666191e-6,1.1910473562033964e-14,2.4200307072023052e-58,7.533150782346172e-5
Belice,2016,60-64,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.292080529729123e-5,4.87658779465888e-5,3.894431077096424e-6,2.0423897769126717e-4
Belice,2016,60-64,Mujer,XIV,Enfermedades del sistema genitourinario,4.0449150542391085e-5,2.903326739299375e-6,7.498040083125207e-14,3.2694711428171556e-4
Belice,2016,60-64,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.089189479609098e-5,3.7470039463733346e-7,1.0597057032944055e-17,1.9050956750647815e-4
Belice,2016,60-64,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8099248126005494e-5,1.78201348576638e-8,8.924129626561885e-25,1.8933876843153473e-4
Belice,2016,60-64,Mujer,XX,Causas externas de mortalidad,7.925434861583817e-4,7.259353338824614e-4,2.20395759915053e-4,0.0017406670221669757
Belice,2016,65-69,Hombre,I,Enfermedades infecciosas y parasitarias,9.64725024877201e-4,8.859717697864165e-4,2.517877992668643e-4,0.002155738498392829
Belice,2016,65-69,Hombre,II,Tumores,0.0059167332228252005,0.00581938408120868,0.0035809195816728645,0.008895830814764595
Belice,2016,65-69,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.2064551247537105e-4,2.3327103678907218e-4,1.1877348968056456e-5,0.0011254236157828776
Belice,2016,65-69,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.00433971939035541,0.004243296571935593,0.002306915430469068,0.006989898432443426
Belice,2016,65-69,Hombre,IX,Enfermedades del sistema circulatorio,0.006669514568052541,0.006551695946522286,0.004112762748951386,0.009887212025593346
Belice,2016,65-69,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.351437052985415e-4,5.522577015654946e-4,9.400927331079618e-5,0.0016726565847070222
Belice,2016,65-69,Hombre,X,Enfermedades del sistema respiratorio,0.0013960037475814187,0.0012919405615268236,3.8681304555209e-4,0.002962566865465952
Belice,2016,65-69,Hombre,XI,Enfermedades del sistema digestivo,0.0016008562551307714,0.0014983054559989221,5.429972778829336e-4,0.003211732677436112
Belice,2016,65-69,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.0164446350024156e-5,2.685754070599607e-14,1.0045774806323137e-57,9.47461362290902e-5
Belice,2016,65-69,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.9889154863269488e-5,7.71420115602117e-6,5.402472827937674e-9,1.0875661753151335e-4
Belice,2016,65-69,Hombre,XIV,Enfermedades del sistema genitourinario,0.0010234626963970582,9.228374730990579e-4,2.2546410659485407e-4,0.002412838224764145
Belice,2016,65-69,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.4946727227117922e-5,3.8808015048917395e-7,1.0411139903982282e-17,2.313953400980445e-4
Belice,2016,65-69,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.585108724910495e-4,2.508776738964194e-4,1.1799719405763686e-5,0.0012776865299540447
Belice,2016,65-69,Hombre,XX,Causas externas de mortalidad,0.002561596935570148,0.0024763831878728973,0.0012407670272105086,0.004330925316782284
Belice,2016,65-69,Mujer,I,Enfermedades infecciosas y parasitarias,7.340288684723828e-4,6.529352358401973e-4,1.3936889714373174e-4,0.0018280048357621867
Belice,2016,65-69,Mujer,II,Tumores,0.0031313869798676114,0.003022740536966803,0.0014519390713001368,0.005428955303668976
Belice,2016,65-69,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.754979584890205e-5,8.459409338931221e-7,9.94850227494845e-17,3.398543658829516e-4
Belice,2016,65-69,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004831166127750076,0.004725220587369584,0.002660040399371338,0.007595306017599717
Belice,2016,65-69,Mujer,IX,Enfermedades del sistema circulatorio,0.004873482482447073,0.004770326166658262,0.0026927123587125613,0.007644775170223011
Belice,2016,65-69,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9.215406572907396e-5,2.5092602206585444e-5,1.9387112160491412e-9,5.622721989808225e-4
Belice,2016,65-69,Mujer,X,Enfermedades del sistema respiratorio,7.611318511572392e-4,6.510374099196321e-4,1.0802124537346168e-4,0.0020138682123685588
Belice,2016,65-69,Mujer,XI,Enfermedades del sistema digestivo,0.0010477199746026795,9.478125309579445e-4,2.483545595952482e-4,0.002407258651508707
Belice,2016,65-69,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,9.271899718284735e-6,1.0203135881884766e-14,4.886289921811753e-59,1.0121763546145236e-4
Belice,2016,65-69,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.029777924825691e-5,8.116539772299633e-6,6.132327790258769e-9,1.0591002356541287e-4
Belice,2016,65-69,Mujer,XIV,Enfermedades del sistema genitourinario,3.873357496267261e-4,2.824207247041641e-4,1.5207446048181245e-5,0.0013518510475055549
Belice,2016,65-69,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.4165256865888805e-5,4.0906726778452274e-7,5.273544407912458e-18,2.161186285967266e-4
Belice,2016,65-69,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.665059676354107e-4,2.5926053169129796e-4,1.1106511349111917e-5,0.0013471656981718586
Belice,2016,65-69,Mujer,XX,Causas externas de mortalidad,2.6518390189394863e-4,1.8611074746693434e-4,6.117766926144714e-6,9.648917816925391e-4
Belice,2016,70-74,Hombre,I,Enfermedades infecciosas y parasitarias,0.002695766674807443,0.0025845083845946,0.0011807038884122433,0.004833878970000134
Belice,2016,70-74,Hombre,II,Tumores,0.006470327432830418,0.006307224557051201,0.0034487939498242665,0.01042616144238723
Belice,2016,70-74,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,5.157072614647894e-5,1.2331376595410868e-6,1.2995430946377795e-16,4.472484057485552e-4
Belice,2016,70-74,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.007576818523205543,0.007423538346035222,0.004284877380467411,0.011768158205110185
Belice,2016,70-74,Hombre,IX,Enfermedades del sistema circulatorio,0.012716977177951347,0.012565644191498481,0.008170024623079798,0.01812056116304575
Belice,2016,70-74,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.048195722858132e-4,3.876874095260147e-4,2.5770481006091574e-5,0.0016395192322997188
Belice,2016,70-74,Hombre,X,Enfermedades del sistema respiratorio,0.007584342958198126,0.00743402646545166,0.004267949556811705,0.011812256886058201
Belice,2016,70-74,Hombre,XI,Enfermedades del sistema digestivo,0.0018783913693287723,0.0017430572357763315,5.556680100492282e-4,0.004026693516907663
Belice,2016,70-74,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.3383491675368648e-5,9.777844162396869e-15,2.594568976368227e-57,1.5910494239136834e-4
Belice,2016,70-74,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.062993316700908e-5,7.906729357592097e-6,6.9684029941544116e-9,1.1086570792695262e-4
Belice,2016,70-74,Hombre,XIV,Enfermedades del sistema genitourinario,0.001987878927884074,0.0018295549436990965,5.806275425706563e-4,0.004281111994287297
Belice,2016,70-74,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.007310954780066e-5,5.036842699730426e-7,1.1382212057288994e-17,2.630052639011611e-4
Belice,2016,70-74,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.830949688567218e-5,4.041979834981677e-8,4.866903330883463e-25,4.0377933910170207e-4
Belice,2016,70-74,Hombre,XX,Causas externas de mortalidad,0.0017288860601073505,0.0016169366214407307,5.562368159205585e-4,0.0035007042638833556
Belice,2016,70-74,Mujer,I,Enfermedades infecciosas y parasitarias,2.8988874403529667e-4,1.8114906546513003e-4,3.3457422484453504e-6,0.0011619550378786996
Belice,2016,70-74,Mujer,II,Tumores,0.004304439957837252,0.004134414570496279,0.0019201108843926549,0.007576327032878823
Belice,2016,70-74,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,5.484477986813955e-5,1.3538042416471976e-6,3.9724617228497276e-17,4.893918219335583e-4
Belice,2016,70-74,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.007503385875326848,0.007334659001844028,0.004158593670480349,0.01186633404251118
Belice,2016,70-74,Mujer,IX,Enfermedades del sistema circulatorio,0.006004649137270095,0.00582875385450877,0.0030308157001050474,0.010039264279139572
Belice,2016,70-74,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.2971525004127217e-4,3.396049637562513e-5,3.983414443004762e-9,8.141964378883819e-4
Belice,2016,70-74,Mujer,X,Enfermedades del sistema respiratorio,0.0027705546541669742,0.0026027289993961642,9.443096173066353e-4,0.005611396428718401
Belice,2016,70-74,Mujer,XI,Enfermedades del sistema digestivo,0.00109815150363141,9.437628366414255e-4,1.6651229473096715e-4,0.00288356828894295
Belice,2016,70-74,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.6829907156734027e-5,1.4931016100971967e-14,1.8183641439948117e-57,2.010590231622381e-4
Belice,2016,70-74,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.1153778414697845e-5,8.411978845180459e-6,8.471189137985447e-9,1.1186756007264026e-4
Belice,2016,70-74,Mujer,XIV,Enfermedades del sistema genitourinario,8.484896379955552e-5,5.476560243112612e-6,1.596316082019374e-13,7.13565104023551e-4
Belice,2016,70-74,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.091350337068313e-5,5.335027314769732e-7,1.018910521668719e-17,2.886359243909028e-4
Belice,2016,70-74,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.105480512641997e-5,4.4211306326775e-8,2.0775516110915984e-25,4.185662000614988e-4
Belice,2016,70-74,Mujer,XX,Causas externas de mortalidad,3.6492578800000855e-4,2.5297173975681895e-4,8.812950494088289e-6,0.0013538427596765453
Belice,2016,75-79,Hombre,I,Enfermedades infecciosas y parasitarias,0.001653575473140139,0.0015041374598247482,4.45287805194195e-4,0.0036990106357247957
Belice,2016,75-79,Hombre,II,Tumores,0.012457016959062837,0.012215886474904044,0.007334965415996555,0.01869699885783009
Belice,2016,75-79,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.971054084911195e-5,1.7620601215415972e-6,3.667238382192191e-16,6.198202703719289e-4
Belice,2016,75-79,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004381794407411696,0.00413685099491699,0.0017019749327669019,0.00835705205954097
Belice,2016,75-79,Hombre,IX,Enfermedades del sistema circulatorio,0.020185900748365043,0.019928714930374347,0.01359582009750656,0.028137589326044463
Belice,2016,75-79,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.5718888348199104e-4,4.3512627723322865e-5,5.439333218849832e-9,0.0010069162294704117
Belice,2016,75-79,Hombre,X,Enfermedades del sistema respiratorio,0.005118357262403135,0.004871006028593388,0.002129057634286307,0.009535775977608331
Belice,2016,75-79,Hombre,XI,Enfermedades del sistema digestivo,0.001958445031636155,0.0017690720154673622,4.4876921675168237e-4,0.004476257036735514
Belice,2016,75-79,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.956334937516711e-5,3.3026009504273116e-14,7.601642716121381e-59,2.1213748314784705e-4
Belice,2016,75-79,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.1331797164376972e-5,8.152003246619415e-6,5.068019728951823e-9,1.158182663118543e-4
Belice,2016,75-79,Hombre,XIV,Enfermedades del sistema genitourinario,0.0014643464753311965,0.001242205150943173,2.0251495223502417e-4,0.003982618585786733
Belice,2016,75-79,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.6598151567235675e-5,5.977871586750414e-7,1.238616994057396e-17,3.4507152287353176e-4
Belice,2016,75-79,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",5.456721911025316e-5,5.72842652944683e-8,1.2685892762857816e-24,5.581628540360626e-4
Belice,2016,75-79,Hombre,XX,Causas externas de mortalidad,8.621580026218389e-4,7.218505211895129e-4,1.0291747210397228e-4,0.002370227757998063
Belice,2016,75-79,Mujer,I,Enfermedades infecciosas y parasitarias,0.0016743308613403997,0.001518119475140342,4.432558508155179e-4,0.0037746425207736095
Belice,2016,75-79,Mujer,II,Tumores,0.005100188270217375,0.004881000284014508,0.00209992370658033,0.009353455506924986
Belice,2016,75-79,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.049919648472136e-4,4.439104317175852e-4,2.060773970867107e-5,0.002105934064708115
Belice,2016,75-79,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.011684836329823195,0.011397060387923773,0.006777073813925108,0.018070973626691227
Belice,2016,75-79,Mujer,IX,Enfermedades del sistema circulatorio,0.02440592858780592,0.024220626054168255,0.016725744431081994,0.033010611681962926
Belice,2016,75-79,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0011727088545800423,0.0010128488311559292,1.7778676617068154e-4,0.0031215687382761758
Belice,2016,75-79,Mujer,X,Enfermedades del sistema respiratorio,0.00454313008303229,0.00430733703952396,0.0017083046696508733,0.008721471641711482
Belice,2016,75-79,Mujer,XI,Enfermedades del sistema digestivo,0.001994756687344243,0.0018063154098463341,4.7466083468773637e-4,0.004636441430918519
Belice,2016,75-79,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,2.0239801621058724e-5,3.89964610843592e-14,3.579416299898559e-58,2.2915391211009108e-4
Belice,2016,75-79,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.123212885545984e-5,8.463332221377975e-6,8.212628882558933e-9,1.1223896414731158e-4
Belice,2016,75-79,Mujer,XIV,Enfermedades del sistema genitourinario,1.1924090947079742e-4,7.657768279689404e-6,2.1107461004592326e-13,9.611275456181431e-4
Belice,2016,75-79,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.472205519587333e-5,6.395577850699561e-7,8.388801000915428e-18,3.1577031847546567e-4
Belice,2016,75-79,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",5.2950842347206716e-5,6.067955572083572e-8,2.9714638926038386e-24,5.374664506460849e-4
Belice,2016,75-79,Mujer,XX,Causas externas de mortalidad,8.731224203661984e-4,7.232585615149917e-4,1.0394047551456953e-4,0.002476382966577029
Belice,2016,80-84,Hombre,I,Enfermedades infecciosas y parasitarias,0.0015689857034342093,0.0013779276008661148,2.9913316750690633e-4,0.0039139058685785915
Belice,2016,80-84,Hombre,II,Tumores,0.014076309137872733,0.013751837073139072,0.007614398194712208,0.022709707812835742
Belice,2016,80-84,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.274471597191254e-5,2.331079947588314e-6,4.374263318678687e-16,8.359484069509177e-4
Belice,2016,80-84,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.01582790432409277,0.015426154799019026,0.008674888626844148,0.024765588647214985
Belice,2016,80-84,Hombre,IX,Enfermedades del sistema circulatorio,0.02334690434316782,0.022969474561329632,0.014239783035672967,0.03455586130153369
Belice,2016,80-84,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.888800114745042e-4,6.75252823488305e-4,4.6552261791939497e-5,0.0029503564848656688
Belice,2016,80-84,Hombre,X,Enfermedades del sistema respiratorio,0.020585005278269862,0.020172110491333273,0.01239988230124603,0.030961549933071736
Belice,2016,80-84,Hombre,XI,Enfermedades del sistema digestivo,0.0027857144506869703,0.0025311863894523718,6.571553798268448e-4,0.006392774747105067
Belice,2016,80-84,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,3.5027899097688806e-5,4.5239575179784056e-14,3.0145586872363665e-58,3.685321876388745e-4
Belice,2016,80-84,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.2155013727885467e-5,8.309802179999202e-6,5.418001037311627e-9,1.2084470913410606e-4
Belice,2016,80-84,Hombre,XIV,Enfermedades del sistema genitourinario,0.006315181483680862,0.006017130716913038,0.0023455550561806374,0.012064995675172234
Belice,2016,80-84,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.224560643013526e-5,6.436842555311634e-7,1.4674266964455103e-17,4.0240038678507247e-4
Belice,2016,80-84,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0022641761725904867,0.0019125704761510866,3.215805203334241e-4,0.006204232833958624
Belice,2016,80-84,Hombre,XX,Causas externas de mortalidad,0.002234211469611209,0.0020539651554433917,6.196018773143326e-4,0.004932846458023457
Belice,2016,80-84,Mujer,I,Enfermedades infecciosas y parasitarias,9.954853133236474e-4,8.113785574341682e-4,9.391997590029416e-5,0.0029322785012652584
Belice,2016,80-84,Mujer,II,Tumores,0.006640632737218516,0.006262957947167859,0.0025528134903553246,0.012784837237300518
Belice,2016,80-84,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.092343499064088e-4,5.884162982556647e-4,3.138076260187346e-5,0.0027893769788597785
Belice,2016,80-84,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.010114512067302763,0.0097380704009477,0.0047416147877859674,0.017616274909893693
Belice,2016,80-84,Mujer,IX,Enfermedades del sistema circulatorio,0.02504603980157827,0.02465429311977793,0.016027485027234292,0.036153055574708944
Belice,2016,80-84,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0015443166338281384,0.0013259885772240081,2.229234121316628e-4,0.004038208962023278
Belice,2016,80-84,Mujer,X,Enfermedades del sistema respiratorio,0.010310178012026088,0.009928479663793623,0.004769721088096831,0.01799547738214172
Belice,2016,80-84,Mujer,XI,Enfermedades del sistema digestivo,0.0011482527752523302,8.817388775517735e-4,7.199091298173768e-5,0.0037376020801078657
Belice,2016,80-84,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.002188024811002083,0.0018520529885469083,2.686042289482217e-4,0.006000041063738882
Belice,2016,80-84,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.1467212484473596e-5,8.374279045117127e-6,6.192214258952682e-9,1.1806651784738622e-4
Belice,2016,80-84,Mujer,XIV,Enfermedades del sistema genitourinario,0.0031816932109834796,0.0028774929411483447,7.131904466089813e-4,0.007403854209847657
Belice,2016,80-84,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.385461826263948e-5,7.705538053400038e-7,5.848783937757235e-17,4.1404983318756836e-4
Belice,2016,80-84,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0011671340904025856,8.33404617337976e-4,3.682924896824237e-5,0.004214218382358787
Belice,2016,80-84,Mujer,XX,Causas externas de mortalidad,0.0011194432992122651,9.260714585722833e-4,1.358986850924816e-4,0.0031374632107930346
Belice,2016,85-89,Hombre,I,Enfermedades infecciosas y parasitarias,0.0012949318524721576,0.0010732570355895137,1.347620740747889e-4,0.003776371994940479
Belice,2016,85-89,Hombre,II,Tumores,0.016277853151727226,0.015590654533974076,0.00714562206788283,0.028758861717737852
Belice,2016,85-89,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.0011381770246559253,8.15962027654094e-4,4.380568793661245e-5,0.004025033974416601
Belice,2016,85-89,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.013375908384226616,0.012689177502648148,0.004960174841259799,0.025280382163503246
Belice,2016,85-89,Hombre,IX,Enfermedades del sistema circulatorio,0.07471250242018128,0.07410493107533352,0.0518868380598734,0.1012173296476473
Belice,2016,85-89,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0030613795826281804,0.002742775748653235,6.865106628280154e-4,0.007212331628542285
Belice,2016,85-89,Hombre,X,Enfermedades del sistema respiratorio,0.025277931559155312,0.02453010777416193,0.01293224104257569,0.04175571782250433
Belice,2016,85-89,Hombre,XI,Enfermedades del sistema digestivo,0.0055923931552520345,0.005161692721726122,0.0016722026790619165,0.011798931783133366
Belice,2016,85-89,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.84348484675766e-5,8.509638992133117e-14,2.1483502627291183e-57,7.03963064867243e-4
Belice,2016,85-89,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.0866565381360862e-5,8.147081130527903e-6,6.741132584971237e-9,1.1286489691251725e-4
Belice,2016,85-89,Hombre,XIV,Enfermedades del sistema genitourinario,0.009503464553453252,0.008907591384684464,0.003189777868698647,0.019358612031580725
Belice,2016,85-89,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.97741818526215e-5,8.334269544886644e-7,3.159793521668313e-17,4.558064251736836e-4
Belice,2016,85-89,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.626219346782188e-4,1.630816149878324e-7,7.476028033517754e-24,0.001694990328346995
Belice,2016,85-89,Hombre,XX,Causas externas de mortalidad,0.0014587746661508625,0.0012244546806601678,1.6653426176072188e-4,0.004086471280029766
Belice,2016,85-89,Mujer,I,Enfermedades infecciosas y parasitarias,0.0012744140350275444,0.001042156601548193,1.3152337073982071e-4,0.0037061394647989877
Belice,2016,85-89,Mujer,II,Tumores,0.004212338056173167,0.0036251461323954463,6.357842577176428e-4,0.011128358376296643
Belice,2016,85-89,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.3181282817180759e-4,3.134474576306344e-6,5.319614735210059e-16,0.00113616276539474
Belice,2016,85-89,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.01825155109751951,0.017605191200601875,0.008397118955002437,0.03172921658635793
Belice,2016,85-89,Mujer,IX,Enfermedades del sistema circulatorio,0.057551730353889635,0.05695218684761974,0.03850765923257528,0.08031371177016881
Belice,2016,85-89,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.8465957553938377e-4,7.90487892310735e-5,6.794511463772496e-9,0.0017906862174482878
Belice,2016,85-89,Mujer,X,Enfermedades del sistema respiratorio,0.014864697497391038,0.014191431995805425,0.006122374600286384,0.02741241416557839
Belice,2016,85-89,Mujer,XI,Enfermedades del sistema digestivo,0.005361556572835096,0.004961269161512465,0.0015924419088300314,0.01115039537582829
Belice,2016,85-89,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.0038320297235908797,0.003219655224129274,4.4695680471980314e-4,0.010496127537154903
Belice,2016,85-89,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.1589883796319308e-5,8.616943641611459e-6,6.783660320008521e-9,1.1666742541048248e-4
Belice,2016,85-89,Mujer,XIV,Enfermedades del sistema genitourinario,0.00198217109252157,0.0014610863074538093,8.608610612077249e-5,0.006835698241563131
Belice,2016,85-89,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.409542383803655e-4,3.1899845802805713e-4,1.6743181671271775e-5,0.0015609613240967239
Belice,2016,85-89,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0021049371058097467,0.0015003709924609632,6.567468217878963e-5,0.007359938566421685
Belice,2016,85-89,Mujer,XX,Causas externas de mortalidad,0.0021612452888558013,0.0019317247934768852,4.4799875156790987e-4,0.005148839171156216
Belice,2016,90-94,Hombre,I,Enfermedades infecciosas y parasitarias,0.0016428092712466326,0.001345776391515497,1.6374590776669615e-4,0.004746644717999075
Belice,2016,90-94,Hombre,II,Tumores,0.011409121750135821,0.009800747416090664,0.0017274289142990933,0.03041073812233465
Belice,2016,90-94,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.0030848528998213658,0.002611363259534004,3.8760061787508935e-4,0.008231369859767952
Belice,2016,90-94,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.03324897939319335,0.03133095940885443,0.011385880100813614,0.06581747843969117
Belice,2016,90-94,Hombre,IX,Enfermedades del sistema circulatorio,0.07482394719554693,0.07263968616808827,0.03540916953269624,0.12615500361083104
Belice,2016,90-94,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.156673210876827e-4,1.1680502736420234e-4,1.5945631062406602e-8,0.0024887270598965123
Belice,2016,90-94,Hombre,X,Enfermedades del sistema respiratorio,0.03839327834065556,0.0364633528719851,0.013021921848613135,0.0757828744254801
Belice,2016,90-94,Hombre,XI,Enfermedades del sistema digestivo,0.006977035009893599,0.006259217959106527,0.001562043843470199,0.01622915239604536
Belice,2016,90-94,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.746980929183375e-4,3.5312150040224285e-13,2.1172424393409622e-57,0.0019750250469056404
Belice,2016,90-94,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.0867759551966298e-5,8.199871987967808e-6,6.599170981031436e-9,1.1285027149536596e-4
Belice,2016,90-94,Hombre,XIV,Enfermedades del sistema genitourinario,0.004950624032733853,0.003670656290648324,2.034558344549849e-4,0.017066832133893237
Belice,2016,90-94,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.313212545956653e-5,1.1084955682317796e-6,3.849786103165166e-17,4.89259360962091e-4
Belice,2016,90-94,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.6474993747088096e-4,4.32620835817858e-7,1.342164733747428e-23,0.004626130284423068
Belice,2016,90-94,Hombre,XX,Causas externas de mortalidad,9.025740821134642e-4,6.248534946228031e-4,2.137366675432897e-5,0.003337402441757631
Belice,2016,90-94,Mujer,I,Enfermedades infecciosas y parasitarias,0.001593234897294526,0.001320836031256593,1.582265987401105e-4,0.004597831267012001
Belice,2016,90-94,Mujer,II,Tumores,0.00956340779002372,0.008324000899992112,0.0014662384432849542,0.02506356277959839
