pais,anio,grupo_edad,sexo,causa,causa_grupo,q_media_posterior,q_mediana_posterior,q_li_95,q_ls_95
Guatemala,2016,25-29,Hombre,X,Enfermedades del sistema respiratorio,1.159969055449708e-4,1.1556126356365751e-4,9.303109463841872e-5,1.4312680073551393e-4
Guatemala,2016,25-29,Hombre,XI,Enfermedades del sistema digestivo,2.0308650801494017e-4,2.0254357566449122e-4,1.712940936422718e-4,2.374294415310795e-4
Guatemala,2016,25-29,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.256784791722957e-6,6.809372277373513e-6,2.390455470962279e-6,1.4448379209164713e-5
Guatemala,2016,25-29,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.1621292459402657e-6,2.713625126397579e-6,4.479168863414284e-7,8.373515951179753e-6
Guatemala,2016,25-29,Hombre,XIV,Enfermedades del sistema genitourinario,6.659239336107601e-5,6.611914149806092e-5,4.9359837312230035e-5,8.665068278343048e-5
Guatemala,2016,25-29,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.80761277835255e-6,8.397341635976117e-6,3.5306680859329946e-6,1.6751216158847646e-5
Guatemala,2016,25-29,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.2575355728315207e-4,1.2536618633712462e-4,1.0127035615811904e-4,1.5289150547018122e-4
Guatemala,2016,25-29,Hombre,XX,Causas externas de mortalidad,0.0017538098180952815,0.001753229842453787,0.0016583380264724333,0.0018525074869069893
Guatemala,2016,25-29,Mujer,I,Enfermedades infecciosas y parasitarias,7.434154578071232e-5,7.396383725203364e-5,5.5390160262063965e-5,9.594549880604397e-5
Guatemala,2016,25-29,Mujer,II,Tumores,1.0385221457781852e-4,1.0325948323644689e-4,8.161547424285023e-5,1.292455958593303e-4
Guatemala,2016,25-29,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.1472109117698818e-5,2.0882054696057743e-5,1.2163425128609606e-5,3.345007667854766e-5
Guatemala,2016,25-29,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",4.645547060503685e-5,4.5995734139110264e-5,3.233735525802067e-5,6.344346077968057e-5
Guatemala,2016,25-29,Mujer,IX,Enfermedades del sistema circulatorio,7.825860966904112e-5,7.778366349458632e-5,5.8977465128117074e-5,9.95694130097243e-5
Guatemala,2016,25-29,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.536963895089719e-5,3.489229831077497e-5,2.3046422172148808e-5,5.045948955195711e-5
Guatemala,2016,25-29,Mujer,X,Enfermedades del sistema respiratorio,5.474766634865599e-5,5.436565061234033e-5,3.907914320587949e-5,7.325961862624958e-5
Guatemala,2016,25-29,Mujer,XI,Enfermedades del sistema digestivo,5.505967602931523e-5,5.467704239464852e-5,3.914173826836785e-5,7.370127562617566e-5
Guatemala,2016,25-29,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.747943759155336e-6,1.3020678550400214e-6,9.058838580513355e-8,5.772886951807671e-6
Guatemala,2016,25-29,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2916603423107612e-5,1.2443853461331015e-5,5.914010350271345e-6,2.2499117241339127e-5
Guatemala,2016,25-29,Mujer,XIV,Enfermedades del sistema genitourinario,2.824256074217239e-5,2.7719059751282762e-5,1.7417245733301027e-5,4.1690815124060726e-5
Guatemala,2016,25-29,Mujer,XV,"Embarazo, parto y puerperio",9.260517914473419e-5,9.218623925923424e-5,7.192028852012755e-5,1.1648102387345018e-4
Guatemala,2016,25-29,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.717556215656382e-6,4.283986075811406e-6,1.1432456223623298e-6,1.0781341379730098e-5
Guatemala,2016,25-29,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.0246692972846605e-4,1.0208342495839475e-4,8.038984180485268e-5,1.2675920077963657e-4
Guatemala,2016,25-29,Mujer,XX,Causas externas de mortalidad,2.5645743482529543e-4,2.5604767029912433e-4,2.208713263698275e-4,2.951229673208308e-4
Guatemala,2016,30-34,Hombre,I,Enfermedades infecciosas y parasitarias,1.7936186737773526e-4,1.7875119991466083e-4,1.478532227398166e-4,2.1481779422817727e-4
Guatemala,2016,30-34,Hombre,II,Tumores,1.2868333767497147e-4,1.280989261562339e-4,1.018754385573432e-4,1.5873899807618985e-4
Guatemala,2016,30-34,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.9236432567690767e-5,1.8674767984367585e-5,9.698839427169894e-6,3.149231740162603e-5
Guatemala,2016,30-34,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",8.656637685057891e-5,8.610834335964708e-5,6.464186507756261e-5,1.1151982713686124e-4
Guatemala,2016,30-34,Hombre,IX,Enfermedades del sistema circulatorio,1.8066620061837422e-4,1.801407775347986e-4,1.4782288075679671e-4,2.1666148395957648e-4
Guatemala,2016,30-34,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.353815302600184e-4,1.3468242225148986e-4,1.0784050200068772e-4,1.6676320079031984e-4
Guatemala,2016,30-34,Hombre,X,Enfermedades del sistema respiratorio,1.2338851303160886e-4,1.2282156553914683e-4,9.667785454064397e-5,1.5329937888907734e-4
Guatemala,2016,30-34,Hombre,XI,Enfermedades del sistema digestivo,3.581176927788525e-4,3.5748680022902347e-4,3.1165682167767593e-4,4.080199470345885e-4
Guatemala,2016,30-34,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,5.479972064474752e-6,4.938150024505143e-6,1.2485467870782023e-6,1.2612860714781898e-5
Guatemala,2016,30-34,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.850121381525128e-6,3.301331224305363e-6,5.453669023581689e-7,1.0470046477489922e-5
Guatemala,2016,30-34,Hombre,XIV,Enfermedades del sistema genitourinario,8.653321659805569e-5,8.604540196093232e-5,6.464874923834881e-5,1.1185668226999497e-4
Guatemala,2016,30-34,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.097289195764767e-6,8.541286805504513e-6,3.1350703689931295e-6,1.814530042850175e-5
Guatemala,2016,30-34,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.6933115992200863e-4,1.6866536823145637e-4,1.376234767838806e-4,2.0362569409314708e-4
Guatemala,2016,30-34,Hombre,XX,Causas externas de mortalidad,0.0018363553038356173,0.0018362302845324936,0.0017294769250250366,0.0019470536595842395
Guatemala,2016,30-34,Mujer,I,Enfermedades infecciosas y parasitarias,9.639117126820253e-5,9.584519274626829e-5,7.324315038598217e-5,1.227696029590467e-4
Guatemala,2016,30-34,Mujer,II,Tumores,1.770106325929936e-4,1.7634945274175247e-4,1.444460418489234e-4,2.1223436924566462e-4
Guatemala,2016,30-34,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.9321303629223914e-5,3.874258877986139e-5,2.5011160637095156e-5,5.691526015831745e-5
Guatemala,2016,30-34,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",7.788192012785517e-5,7.747415294831003e-5,5.672590763666464e-5,1.015525291650835e-4
Guatemala,2016,30-34,Mujer,IX,Enfermedades del sistema circulatorio,1.3820073425958212e-4,1.3758383503673742e-4,1.0982110559261183e-4,1.6958183388052494e-4
Guatemala,2016,30-34,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.455145498978619e-5,6.398210724922095e-5,4.5964667348784336e-5,8.70645751446003e-5
Guatemala,2016,30-34,Mujer,X,Enfermedades del sistema respiratorio,6.100995864355427e-5,6.052266353237091e-5,4.241803583759142e-5,8.271937584425996e-5
Guatemala,2016,30-34,Mujer,XI,Enfermedades del sistema digestivo,1.0832404804326825e-4,1.0753118963541586e-4,8.3698216196537707e-05,1.3681933406863752e-4
Guatemala,2016,30-34,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,3.7612496561289025e-6,3.1921446961315644e-6,5.223465210958102e-7,1.0252682073630806e-5
Guatemala,2016,30-34,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.5617259249550375e-5,1.502781999903233e-5,7.3464442403702915e-6,2.7268794334379706e-5
Guatemala,2016,30-34,Mujer,XIV,Enfermedades del sistema genitourinario,7.960323030566395e-5,7.915164225310407e-5,5.835675864498868e-5,1.0311008990862027e-4
Guatemala,2016,30-34,Mujer,XV,"Embarazo, parto y puerperio",9.282470380745726e-5,9.216333478303738e-5,7.045187267936872e-5,1.1908631871460544e-4
Guatemala,2016,30-34,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.026922192882774e-6,3.5055953078773584e-6,6.6417170088448575e-07,1.0290901282144741e-5
Guatemala,2016,30-34,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.1658850225380264e-4,1.1601663086163307e-4,9.096245410237213e-5,1.4603775603776482e-4
Guatemala,2016,30-34,Mujer,XX,Causas externas de mortalidad,2.3112530155780853e-4,2.3051967996551325e-4,1.9408150055982457e-4,2.7141579871430813e-4
Guatemala,2016,35-39,Hombre,I,Enfermedades infecciosas y parasitarias,2.108601078084666e-4,2.1035735521156268e-4,1.7163646829824103e-4,2.54817459921511e-4
Guatemala,2016,35-39,Hombre,II,Tumores,1.8985471048312246e-4,1.8906973304253416e-4,1.5273723497301518e-4,2.3122214031349344e-4
Guatemala,2016,35-39,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.612689723592952e-5,2.5434040657973245e-5,1.3467737463209214e-5,4.2935249605202746e-5
Guatemala,2016,35-39,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2.1757237844589175e-4,2.167291122751663e-4,1.7657359769171504e-4,2.622283472653752e-4
Guatemala,2016,35-39,Hombre,IX,Enfermedades del sistema circulatorio,3.333274265262615e-4,3.3245729607636826e-4,2.842150307699039e-4,3.8822738403624464e-4
Guatemala,2016,35-39,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.576642740641626e-4,1.5703936642263815e-4,1.230517878720085e-4,1.964176214082367e-4
Guatemala,2016,35-39,Hombre,X,Enfermedades del sistema respiratorio,1.725538644209693e-4,1.719191691225452e-4,1.3632973781988207e-4,2.118112178678889e-4
Guatemala,2016,35-39,Hombre,XI,Enfermedades del sistema digestivo,6.700137476205392e-4,6.692924570790707e-4,5.964293246746605e-4,7.476250733902816e-4
Guatemala,2016,35-39,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.1181535438587826e-5,1.0549049901549693e-5,3.8066763339837025e-6,2.2523735963560217e-5
Guatemala,2016,35-39,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.839272515771438e-6,4.170542390764074e-6,7.193631750985318e-7,1.2856618426085832e-5
Guatemala,2016,35-39,Hombre,XIV,Enfermedades del sistema genitourinario,1.1313759133549537e-4,1.1255672610725463e-4,8.521289909874966e-5,1.4481063520794158e-4
Guatemala,2016,35-39,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.369569097665627e-6,8.660039061566324e-6,2.8477589779673085e-6,1.9878366472885833e-5
Guatemala,2016,35-39,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.0471784197199113e-4,3.043732693814925e-4,2.570101696499551e-4,3.564023375202031e-4
Guatemala,2016,35-39,Hombre,XX,Causas externas de mortalidad,0.0020087228361555655,0.00200685381985736,0.0018832687460140346,0.002139774677643682
Guatemala,2016,35-39,Mujer,I,Enfermedades infecciosas y parasitarias,1.1986137818281342e-4,1.1899099985559151e-4,9.131520336691597e-5,1.528003021169038e-4
Guatemala,2016,35-39,Mujer,II,Tumores,3.739141803338726e-4,3.7323907057523466e-4,3.216625386321306e-4,4.299244706362661e-4
Guatemala,2016,35-39,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.3232990915633453e-5,2.251632529744874e-5,1.1911303422506179e-5,3.88632611387991e-5
Guatemala,2016,35-39,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.873393510040772e-4,1.8673785797618313e-4,1.5076985041669838e-4,2.2789727057842616e-4
Guatemala,2016,35-39,Mujer,IX,Enfermedades del sistema circulatorio,1.7697687579426818e-4,1.7633445907355532e-4,1.4153601052762502e-4,2.1625956941653292e-4
Guatemala,2016,35-39,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.624607974003341e-5,6.549730592190092e-5,4.56659477626523e-5,9.078307778651131e-5
Guatemala,2016,35-39,Mujer,X,Enfermedades del sistema respiratorio,9.69338544463255e-5,9.615258304591706e-5,7.073934679442375e-5,1.2650203464668127e-4
Guatemala,2016,35-39,Mujer,XI,Enfermedades del sistema digestivo,2.118339686732926e-4,2.1087377920758158e-4,1.737436862098074e-4,2.5490214301701896e-4
Guatemala,2016,35-39,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,4.623587854210764e-6,3.982164278287546e-6,6.610001372536504e-7,1.2179200870148023e-5
Guatemala,2016,35-39,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.300802611112141e-5,2.2259297994705224e-5,1.1703284800024533e-5,3.8543321755766094e-5
Guatemala,2016,35-39,Mujer,XIV,Enfermedades del sistema genitourinario,8.451267008818854e-5,8.383977724018575e-5,6.0643274663441156e-5,1.1227286444297896e-4
Guatemala,2016,35-39,Mujer,XV,"Embarazo, parto y puerperio",1.1267824263963116e-4,1.1207027250339496e-4,8.502085434072216e-5,1.432574660629892e-4
Guatemala,2016,35-39,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.3050070231426312e-5,1.2379335862582854e-5,5.0403991805074295e-6,2.4858715656641903e-5
Guatemala,2016,35-39,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8906381506346713e-4,1.8843192853348556e-4,1.5254650434372245e-4,2.299498641047288e-4
Guatemala,2016,35-39,Mujer,XX,Causas externas de mortalidad,2.820296611821742e-4,2.8120053915647674e-4,2.3623503101542008e-4,3.31277039266391e-4
Guatemala,2016,40-44,Hombre,I,Enfermedades infecciosas y parasitarias,2.3416971107826027e-4,2.330303156965698e-4,1.8717665917948728e-4,2.869208731447579e-4
Guatemala,2016,40-44,Hombre,II,Tumores,3.178121927180596e-4,3.171684935846698e-4,2.62844534727076e-4,3.788572844532799e-4
Guatemala,2016,40-44,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.560487297820542e-5,4.4657808065320673e-5,2.5809062661966375e-5,6.990047487791219e-5
Guatemala,2016,40-44,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3.142370135641154e-4,3.131397543645199e-4,2.59257368231984e-4,3.753452717638418e-4
Guatemala,2016,40-44,Hombre,IX,Enfermedades del sistema circulatorio,3.8697545626350177e-4,3.863128788909834e-4,3.25798606559629e-4,4.53538461360559e-4
Guatemala,2016,40-44,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.1729670801249573e-4,2.1661878872145367e-4,1.7157562899839843e-4,2.676305646112923e-4
Guatemala,2016,40-44,Hombre,X,Enfermedades del sistema respiratorio,2.5621087760430833e-4,2.5577284866054416e-4,2.0541485563149072e-4,3.1077344762924056e-4
Guatemala,2016,40-44,Hombre,XI,Enfermedades del sistema digestivo,9.185100376973814e-4,9.172533861434718e-4,8.227019427497596e-4,0.0010215816237456098
Guatemala,2016,40-44,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.4732457785921466e-5,1.3790105969647491e-5,4.951332511291588e-6,2.9424913459071782e-5
Guatemala,2016,40-44,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,9.115267085067912e-6,8.242389981439338e-6,2.113553133874132e-6,2.083259420335709e-5
Guatemala,2016,40-44,Hombre,XIV,Enfermedades del sistema genitourinario,1.7307933386288715e-4,1.7228965885822677e-4,1.3271128421596948e-4,2.1873429598488577e-4
Guatemala,2016,40-44,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.293010251482693e-6,8.393349237189527e-6,2.2539738192924783e-6,2.133328837109519e-5
Guatemala,2016,40-44,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.67205685998904e-4,3.6657906786028967e-4,3.0633491182100494e-4,4.3207954806246773e-4
Guatemala,2016,40-44,Hombre,XX,Causas externas de mortalidad,0.0021475983000743383,0.0021468765465613012,0.0019978513994974943,0.0023023634845077195
Guatemala,2016,40-44,Mujer,I,Enfermedades infecciosas y parasitarias,1.596611116733424e-4,1.5876880943153877e-4,1.2285474759212613e-4,2.018850090317678e-4
Guatemala,2016,40-44,Mujer,II,Tumores,5.31173102216824e-4,5.303334289198411e-4,4.615035015278383e-4,6.032225454866415e-4
Guatemala,2016,40-44,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.885021846008753e-5,1.792530366674453e-5,7.856425987991227e-6,3.481230506622043e-5
Guatemala,2016,40-44,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3.38425824976826e-4,3.380643013249349e-4,2.831419039986023e-4,3.9839488391563903e-4
Guatemala,2016,40-44,Mujer,IX,Enfermedades del sistema circulatorio,3.080719554110609e-4,3.0764821893960786e-4,2.5525664898028594e-4,3.651130753778227e-4
Guatemala,2016,40-44,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.286409826558047e-5,8.206212631920912e-5,5.6963807744090686e-5,1.1392187085670821e-4
Guatemala,2016,40-44,Mujer,X,Enfermedades del sistema respiratorio,1.8221167965130637e-4,1.8122862991513684e-4,1.4189459747396046e-4,2.272989084988741e-4
Guatemala,2016,40-44,Mujer,XI,Enfermedades del sistema digestivo,3.078368374247797e-4,3.065548707079092e-4,2.5509082926383726e-4,3.6459246373700643e-4
Guatemala,2016,40-44,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.0898850961611656e-5,1.0056225361005332e-5,3.1542587901162263e-6,2.3481547829923794e-5
Guatemala,2016,40-44,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.379732294134798e-5,2.2935863439051733e-5,1.1170523740740304e-5,4.127837043617398e-5
Guatemala,2016,40-44,Mujer,XIV,Enfermedades del sistema genitourinario,1.2865671563752344e-4,1.2795047259424975e-4,9.537005240249325e-5,1.6675072424722826e-4
Guatemala,2016,40-44,Mujer,XV,"Embarazo, parto y puerperio",4.6350857960071445e-5,4.554006678756028e-5,2.8029508474082655e-5,6.975883690950839e-5
Guatemala,2016,40-44,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.617497171781287e-6,7.811924517250598e-6,2.0141001138786e-6,1.964176425290024e-5
Guatemala,2016,40-44,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.2589698679405075e-4,2.249950403091069e-4,1.8204865098932414e-4,2.747928606481153e-4
Guatemala,2016,40-44,Mujer,XX,Causas externas de mortalidad,2.964190476464668e-4,2.9562558784830344e-4,2.443621575538358e-4,3.526191615816513e-4
Guatemala,2016,45-49,Hombre,I,Enfermedades infecciosas y parasitarias,3.321491584234619e-4,3.3066336532452646e-4,2.693087006921333e-4,4.032317512079023e-4
Guatemala,2016,45-49,Hombre,II,Tumores,4.8065041376505764e-4,4.798694555363803e-4,4.018118314729788e-4,5.64945752117556e-4
Guatemala,2016,45-49,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.979197163189344e-5,3.865333225726944e-5,2.0285732670163597e-5,6.591259683479022e-5
Guatemala,2016,45-49,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6.136582957108597e-4,6.13278437961894e-4,5.238885663092876e-4,7.064437859075377e-4
Guatemala,2016,45-49,Hombre,IX,Enfermedades del sistema circulatorio,6.552235143062562e-4,6.543150476793038e-4,5.63169258046655e-4,7.527153292394609e-4
Guatemala,2016,45-49,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.2876776145153517e-4,3.273348492002438e-4,2.6758049932413077e-4,3.9939418865010754e-4
Guatemala,2016,45-49,Hombre,X,Enfermedades del sistema respiratorio,3.7022760668264216e-4,3.690773535586066e-4,3.032154539048382e-4,4.442530306315828e-4
Guatemala,2016,45-49,Hombre,XI,Enfermedades del sistema digestivo,0.00130002914144312,0.0012989483428228338,0.0011699322139791628,0.00143459841945365
Guatemala,2016,45-49,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.863882181360046e-6,6.670620030320809e-6,1.167014190985883e-6,2.1243546504227255e-5
Guatemala,2016,45-49,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.9039191898850615e-5,2.7940952231454475e-5,1.285604673609846e-5,5.1317028867563223e-5
Guatemala,2016,45-49,Hombre,XIV,Enfermedades del sistema genitourinario,0.00026536166779073057,2.64612574831289e-4,2.0825944037969102e-4,3.2842496348877044e-4
Guatemala,2016,45-49,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.418959475225031e-6,7.33258871792318e-6,1.3392627522773584e-6,2.1565169447229642e-5
Guatemala,2016,45-49,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.7260246095497723e-4,4.715554909859604e-4,3.9605057812690963e-4,5.570574618652993e-4
Guatemala,2016,45-49,Hombre,XX,Causas externas de mortalidad,0.002000649526569274,0.0019997964805382115,0.0018421427073706375,0.002169752133110792
Guatemala,2016,45-49,Mujer,I,Enfermedades infecciosas y parasitarias,1.716483659964364e-4,1.7087278401891758e-4,1.2910334956004051e-4,2.2047690447073623e-4
Guatemala,2016,45-49,Mujer,II,Tumores,9.153109440621142e-4,9.148928366214826e-4,8.125051135432362e-4,0.001022367206232595
Guatemala,2016,45-49,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.7688979569175945e-5,4.6756225655544154e-5,2.697076608831826e-5,7.405418286934118e-5
Guatemala,2016,45-49,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6.747179928884005e-4,6.735635574002224e-4,5.888593607887403e-4,7.669799076159554e-4
Guatemala,2016,45-49,Mujer,IX,Enfermedades del sistema circulatorio,4.783329770795501e-4,4.7746411030446124e-4,4.051873370253924e-4,5.570345565377666e-4
Guatemala,2016,45-49,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.175819224701702e-5,8.081327008179223e-5,5.412421256214345e-5,1.155921421858364e-4
Guatemala,2016,45-49,Mujer,X,Enfermedades del sistema respiratorio,2.2648789432575778e-4,2.2534747305802953e-4,1.7735556633491858e-4,2.8137086127288106e-4
Guatemala,2016,45-49,Mujer,XI,Enfermedades del sistema digestivo,4.228720816307998e-4,4.214399325034423e-4,3.550301109594631e-4,4.960913692933159e-4
Guatemala,2016,45-49,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.0059538112220261e-5,9.008252282561425e-6,2.322409400012573e-6,2.339952913927162e-5
Guatemala,2016,45-49,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.1780942236997746e-5,3.084821830468218e-5,1.556354450352623e-5,5.3941343657603674e-5
Guatemala,2016,45-49,Mujer,XIV,Enfermedades del sistema genitourinario,2.1455169876317685e-4,2.135480809959815e-4,1.68056146519667e-4,2.673430907731711e-4
Guatemala,2016,45-49,Mujer,XV,"Embarazo, parto y puerperio",1.74199304424774e-5,1.647783453826809e-5,6.342361632685515e-6,3.424147749886759e-5
Guatemala,2016,45-49,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.3553007725784385e-5,1.2490282784588393e-5,3.9974858551911214e-6,2.8723393674224783e-5
Guatemala,2016,45-49,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.2023414413829567e-4,3.1951624773298543e-4,2.608460633790879e-4,3.8447923693288647e-4
Guatemala,2016,45-49,Mujer,XX,Causas externas de mortalidad,2.900429076255416e-4,2.88974354316223e-4,2.3492478779010346e-4,3.515548403444262e-4
Guatemala,2016,5-9,Hombre,I,Enfermedades infecciosas y parasitarias,5.7048041535049346e-5,5.669109436192006e-5,4.308309849306929e-5,7.326393145264483e-5
Guatemala,2016,5-9,Hombre,II,Tumores,3.9393175942144975e-5,3.901114897446117e-5,2.7961052427784006e-5,5.286082165849188e-5
Guatemala,2016,5-9,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.1731572341435308e-5,1.1398505457328389e-5,5.917228920121097e-6,1.9496576324985973e-5
Guatemala,2016,5-9,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.7771508373582275e-5,1.749586759963039e-5,1.0256526169181143e-5,2.7159453703667933e-5
Guatemala,2016,5-9,Hombre,IX,Enfermedades del sistema circulatorio,1.2544638969258693e-5,1.2208957881798283e-5,6.472368733745569e-6,2.0324330841259682e-5
Guatemala,2016,5-9,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.641792306768381e-5,3.6052408845318284e-5,2.5455808226741324e-5,4.931381732677473e-5
Guatemala,2016,5-9,Hombre,X,Enfermedades del sistema respiratorio,5.268419552396154e-5,5.232268568957998e-5,3.9246572505327735e-5,6.777628959437705e-5
Guatemala,2016,5-9,Hombre,XI,Enfermedades del sistema digestivo,1.6804849853901242e-5,1.6470932701121892e-5,9.763806738112067e-6,2.6039550506632046e-5
Guatemala,2016,5-9,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,2.3189269389883727e-6,1.994387174529758e-6,3.240001840379655e-7,6.191123000618993e-6
Guatemala,2016,5-9,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.8885141015063647e-07,6.408270259436099e-8,1.7170276052290223e-12,1.8405132415398915e-6
Guatemala,2016,5-9,Hombre,XIV,Enfermedades del sistema genitourinario,9.542304715723004e-6,9.192963077703613e-6,4.330636672315097e-6,1.6451084788038456e-5
Guatemala,2016,5-9,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.2730695531049645e-5,1.2419754322318778e-5,6.661589876129816e-6,2.060006797616067e-5
Guatemala,2016,5-9,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.659984903945655e-5,4.622624474960241e-5,3.389316765510507e-5,6.103373422297341e-5
Guatemala,2016,5-9,Hombre,XX,Causas externas de mortalidad,8.803326033754772e-5,8.765578907180811e-5,7.036286781619725e-5,1.0700857474972586e-4
Guatemala,2016,5-9,Mujer,I,Enfermedades infecciosas y parasitarias,4.572581103772815e-5,4.544069331799343e-5,3.307490187331657e-5,6.019190179124883e-5
Guatemala,2016,5-9,Mujer,II,Tumores,2.6754124398020078e-5,2.6413818713057248e-5,1.7365270152368663e-5,3.811035740362328e-5
Guatemala,2016,5-9,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.559668220470321e-6,3.2088097324728983e-6,8.277503941155248e-7,8.315272372630691e-6
Guatemala,2016,5-9,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.0843253607696547e-5,1.047435625277914e-5,5.1990575434479624e-6,1.84472802732101e-5
