pais,anio,grupo_edad,sexo,causa,causa_grupo,q_c
Costa Rica,2017,70-74,Mujer,I,Enfermedades infecciosas y parasitarias,2.8582809291564904e-4
Costa Rica,2017,70-74,Mujer,II,Tumores,0.003947916883954681
Costa Rica,2017,70-74,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.034047855998253e-5
Costa Rica,2017,70-74,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0012698319097429244
Costa Rica,2017,70-74,Mujer,IX,Enfermedades del sistema circulatorio,0.0037978803395316697
Costa Rica,2017,70-74,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.934947791037129e-4
Costa Rica,2017,70-74,Mujer,X,Enfermedades del sistema respiratorio,0.0011438383860599228
Costa Rica,2017,70-74,Mujer,XI,Enfermedades del sistema digestivo,0.0013159142898972595
Costa Rica,2017,70-74,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.509983685551763e-5
Costa Rica,2017,70-74,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.6850234907062933e-4
Costa Rica,2017,70-74,Mujer,XIV,Enfermedades del sistema genitourinario,5.885796920408991e-4
Costa Rica,2017,70-74,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.783367386822205e-6
Costa Rica,2017,70-74,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.560373906217372e-4
Costa Rica,2017,70-74,Mujer,XX,Causas externas de mortalidad,4.030725563945843e-4
Costa Rica,2017,75-79,Hombre,I,Enfermedades infecciosas y parasitarias,6.314161946976427e-4
Costa Rica,2017,75-79,Hombre,II,Tumores,0.008549156105203749
Costa Rica,2017,75-79,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.489474935513153e-4
Costa Rica,2017,75-79,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0024557738629537753
Costa Rica,2017,75-79,Hombre,IX,Enfermedades del sistema circulatorio,0.01073270634094977
Costa Rica,2017,75-79,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.001386737472863613
Costa Rica,2017,75-79,Hombre,X,Enfermedades del sistema respiratorio,0.004230506128376269
Costa Rica,2017,75-79,Hombre,XI,Enfermedades del sistema digestivo,0.0026581821177241584
Costa Rica,2017,75-79,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.3000729905046976e-4
Costa Rica,2017,75-79,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.5578497813969983e-4
Costa Rica,2017,75-79,Hombre,XIV,Enfermedades del sistema genitourinario,0.0014117093371077774
Costa Rica,2017,75-79,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.445924517870028e-6
Costa Rica,2017,75-79,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",8.717379744303372e-4
Costa Rica,2017,75-79,Hombre,XX,Causas externas de mortalidad,0.001337109782813242
Costa Rica,2017,75-79,Mujer,I,Enfermedades infecciosas y parasitarias,4.3240486145463164e-4
Costa Rica,2017,75-79,Mujer,II,Tumores,0.005586928966074558
Costa Rica,2017,75-79,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.5900357449343824e-4
Costa Rica,2017,75-79,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0019326027891815667
Costa Rica,2017,75-79,Mujer,IX,Enfermedades del sistema circulatorio,0.0066054618462034285
Costa Rica,2017,75-79,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0010030523391673612
Costa Rica,2017,75-79,Mujer,X,Enfermedades del sistema respiratorio,0.0023304963180273233
Costa Rica,2017,75-79,Mujer,XI,Enfermedades del sistema digestivo,0.0020469140229246617
Costa Rica,2017,75-79,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.886351015305232e-5
Costa Rica,2017,75-79,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.922939419133122e-4
Costa Rica,2017,75-79,Mujer,XIV,Enfermedades del sistema genitourinario,9.802176526631848e-4
Costa Rica,2017,75-79,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.7864870340992564e-6
Costa Rica,2017,75-79,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.862771697358609e-4
Costa Rica,2017,75-79,Mujer,XX,Causas externas de mortalidad,8.115224052853066e-4
Costa Rica,2017,80-84,Hombre,I,Enfermedades infecciosas y parasitarias,6.112647933270092e-4
Costa Rica,2017,80-84,Hombre,II,Tumores,0.013452330814300788
Costa Rica,2017,80-84,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.7759233040177776e-4
Costa Rica,2017,80-84,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.003199844134361286
Costa Rica,2017,80-84,Hombre,IX,Enfermedades del sistema circulatorio,0.018604838756240905
Costa Rica,2017,80-84,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0035428312551933168
Costa Rica,2017,80-84,Hombre,X,Enfermedades del sistema respiratorio,0.007340822007627913
Costa Rica,2017,80-84,Hombre,XI,Enfermedades del sistema digestivo,0.0034163878885622076
Costa Rica,2017,80-84,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.6911382961965748e-4
Costa Rica,2017,80-84,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.707387064266325e-4
Costa Rica,2017,80-84,Hombre,XIV,Enfermedades del sistema genitourinario,0.0027876373505955985
Costa Rica,2017,80-84,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.245675496402635e-6
Costa Rica,2017,80-84,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",9.96206967810435e-4
Costa Rica,2017,80-84,Hombre,XX,Causas externas de mortalidad,0.002823868841702277
Costa Rica,2017,80-84,Mujer,I,Enfermedades infecciosas y parasitarias,6.805387849872785e-4
Costa Rica,2017,80-84,Mujer,II,Tumores,0.008728476628003478
Costa Rica,2017,80-84,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.828232593044227e-5
Costa Rica,2017,80-84,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.003662202673921776
Costa Rica,2017,80-84,Mujer,IX,Enfermedades del sistema circulatorio,0.012788315123593486
Costa Rica,2017,80-84,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.002914108877257638
Costa Rica,2017,80-84,Mujer,X,Enfermedades del sistema respiratorio,0.005531227017789095
Costa Rica,2017,80-84,Mujer,XI,Enfermedades del sistema digestivo,0.002985904116007703
Costa Rica,2017,80-84,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,2.1963702421928688e-4
Costa Rica,2017,80-84,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.690043562101303e-4
Costa Rica,2017,80-84,Mujer,XIV,Enfermedades del sistema genitourinario,0.0017641727908167173
Costa Rica,2017,80-84,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.956138888814754e-6
Costa Rica,2017,80-84,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.287642157472595e-4
Costa Rica,2017,80-84,Mujer,XX,Causas externas de mortalidad,0.0015385550436518229
Costa Rica,2017,85-89,Hombre,I,Enfermedades infecciosas y parasitarias,0.0015321058314405574
Costa Rica,2017,85-89,Hombre,II,Tumores,0.021836622271509627
Costa Rica,2017,85-89,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.353188572473325e-4
Costa Rica,2017,85-89,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005591505936963885
Costa Rica,2017,85-89,Hombre,IX,Enfermedades del sistema circulatorio,0.036575664199679746
Costa Rica,2017,85-89,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.007893453895014715
Costa Rica,2017,85-89,Hombre,X,Enfermedades del sistema respiratorio,0.017240724904236213
Costa Rica,2017,85-89,Hombre,XI,Enfermedades del sistema digestivo,0.005108416927602408
Costa Rica,2017,85-89,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.432511369238329e-4
Costa Rica,2017,85-89,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5.3848252217322e-4
Costa Rica,2017,85-89,Hombre,XIV,Enfermedades del sistema genitourinario,0.005935168266958092
Costa Rica,2017,85-89,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.0709113575339033e-5
Costa Rica,2017,85-89,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.002129987187842816
Costa Rica,2017,85-89,Hombre,XX,Causas externas de mortalidad,0.0042588116199636485
Costa Rica,2017,85-89,Mujer,I,Enfermedades infecciosas y parasitarias,9.586132686912195e-4
Costa Rica,2017,85-89,Mujer,II,Tumores,0.010435886739400385
Costa Rica,2017,85-89,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.877296644840017e-4
Costa Rica,2017,85-89,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005183248089090604
Costa Rica,2017,85-89,Mujer,IX,Enfermedades del sistema circulatorio,0.025412848450507262
Costa Rica,2017,85-89,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.00632326015735661
Costa Rica,2017,85-89,Mujer,X,Enfermedades del sistema respiratorio,0.011026099523930771
Costa Rica,2017,85-89,Mujer,XI,Enfermedades del sistema digestivo,0.004345059408079522
Costa Rica,2017,85-89,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,3.6386117063218643e-4
Costa Rica,2017,85-89,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5.034145649377174e-4
Costa Rica,2017,85-89,Mujer,XIV,Enfermedades del sistema genitourinario,0.003613671931185794
Costa Rica,2017,85-89,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.607878732035554e-6
Costa Rica,2017,85-89,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",9.458984884633514e-4
Costa Rica,2017,85-89,Mujer,XX,Causas externas de mortalidad,0.00380099537290914
Costa Rica,2017,90-94,Hombre,I,Enfermedades infecciosas y parasitarias,0.0020419560556101273
Costa Rica,2017,90-94,Hombre,II,Tumores,0.029590810970610358
Costa Rica,2017,90-94,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.72763558752429e-4
Costa Rica,2017,90-94,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.006178568406113454
Costa Rica,2017,90-94,Hombre,IX,Enfermedades del sistema circulatorio,0.06964381990737634
Costa Rica,2017,90-94,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.008719123340155333
Costa Rica,2017,90-94,Hombre,X,Enfermedades del sistema respiratorio,0.03375560762204293
Costa Rica,2017,90-94,Hombre,XI,Enfermedades del sistema digestivo,0.012112150762994099
Costa Rica,2017,90-94,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,0.001250949650854464
Costa Rica,2017,90-94,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.9806722253900426e-4
Costa Rica,2017,90-94,Hombre,XIV,Enfermedades del sistema genitourinario,0.011479981062766192
Costa Rica,2017,90-94,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.9780960605716052e-5
Costa Rica,2017,90-94,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0035820305968954566
Costa Rica,2017,90-94,Hombre,XX,Causas externas de mortalidad,0.006269489822309927
Costa Rica,2017,90-94,Mujer,I,Enfermedades infecciosas y parasitarias,0.0016914079621175358
Costa Rica,2017,90-94,Mujer,II,Tumores,0.015357091541388741
Costa Rica,2017,90-94,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.112761469868103e-5
Costa Rica,2017,90-94,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.008644499319832175
Costa Rica,2017,90-94,Mujer,IX,Enfermedades del sistema circulatorio,0.044549928836615495
Costa Rica,2017,90-94,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.010051101566993435
Costa Rica,2017,90-94,Mujer,X,Enfermedades del sistema respiratorio,0.01859550977809952
Costa Rica,2017,90-94,Mujer,XI,Enfermedades del sistema digestivo,0.00762717950289161
Costa Rica,2017,90-94,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.879601253651055e-4
Costa Rica,2017,90-94,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0011352162194574462
Costa Rica,2017,90-94,Mujer,XIV,Enfermedades del sistema genitourinario,0.003775769436061838
Costa Rica,2017,90-94,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.3672736367285223e-5
Costa Rica,2017,90-94,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.002206971364957907
Costa Rica,2017,90-94,Mujer,XX,Causas externas de mortalidad,0.00578477607144338
Costa Rica,2017,95+,Hombre,I,Enfermedades infecciosas y parasitarias,0.0017221204763218445
Costa Rica,2017,95+,Hombre,II,Tumores,0.038027378434855104
Costa Rica,2017,95+,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.5189288198424836e-4
Costa Rica,2017,95+,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.014347732406166856
Costa Rica,2017,95+,Hombre,IX,Enfermedades del sistema circulatorio,0.1665915315323054
Costa Rica,2017,95+,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.020294418998823643
Costa Rica,2017,95+,Hombre,X,Enfermedades del sistema respiratorio,0.07654119677079885
Costa Rica,2017,95+,Hombre,XI,Enfermedades del sistema digestivo,0.020519784322184962
Costa Rica,2017,95+,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,0.0017320481285865385
Costa Rica,2017,95+,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0022065598926477924
Costa Rica,2017,95+,Hombre,XIV,Enfermedades del sistema genitourinario,0.023485187341968482
Costa Rica,2017,95+,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.6521300817911338e-5
Costa Rica,2017,95+,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.015036892204453908
Costa Rica,2017,95+,Hombre,XX,Causas externas de mortalidad,0.013348736458603136
Costa Rica,2017,95+,Mujer,I,Enfermedades infecciosas y parasitarias,8.162241042120884e-4
Costa Rica,2017,95+,Mujer,II,Tumores,0.017279194605584795
Costa Rica,2017,95+,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.311085753017621e-4
Costa Rica,2017,95+,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.011648697110932506
Costa Rica,2017,95+,Mujer,IX,Enfermedades del sistema circulatorio,0.09258308281630247
Costa Rica,2017,95+,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.014723283192293437
Costa Rica,2017,95+,Mujer,X,Enfermedades del sistema respiratorio,0.044060729729766546
Costa Rica,2017,95+,Mujer,XI,Enfermedades del sistema digestivo,0.011395799881828978
Costa Rica,2017,95+,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.002308515787784921
Costa Rica,2017,95+,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0016329265660919368
Costa Rica,2017,95+,Mujer,XIV,Enfermedades del sistema genitourinario,0.011459936043713091
Costa Rica,2017,95+,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.1876116313799292e-5
Costa Rica,2017,95+,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.006743582323850732
Costa Rica,2017,95+,Mujer,XX,Causas externas de mortalidad,0.008627452747805277
Costa Rica,2018,0-4,Hombre,I,Enfermedades infecciosas y parasitarias,5.3452741373158084e-5
Costa Rica,2018,0-4,Hombre,II,Tumores,5.2970405569848866e-5
Costa Rica,2018,0-4,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.1887165712897356e-6
Costa Rica,2018,0-4,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2.4374522608699836e-5
Costa Rica,2018,0-4,Hombre,IX,Enfermedades del sistema circulatorio,3.534396513002458e-5
Costa Rica,2018,0-4,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.170468491632096e-5
Costa Rica,2018,0-4,Hombre,X,Enfermedades del sistema respiratorio,2.4544502630295944e-4
Costa Rica,2018,0-4,Hombre,XI,Enfermedades del sistema digestivo,1.2926370659727266e-5
Costa Rica,2018,0-4,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,8.004708636501233e-7
Costa Rica,2018,0-4,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.6950092182902283e-6
Costa Rica,2018,0-4,Hombre,XIV,Enfermedades del sistema genitourinario,1.2313405758411667e-6
Costa Rica,2018,0-4,Hombre,XVI,Afecciones originadas en el periodo perinatal,7.964925077568317e-4
Costa Rica,2018,0-4,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.358221389005877e-4
Costa Rica,2018,0-4,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7.083180560569488e-6
Costa Rica,2018,0-4,Hombre,XX,Causas externas de mortalidad,7.677996037675942e-5
Costa Rica,2018,0-4,Mujer,I,Enfermedades infecciosas y parasitarias,5.5388092676397385e-5
Costa Rica,2018,0-4,Mujer,II,Tumores,2.597622086533108e-5
Costa Rica,2018,0-4,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.959181942856017e-6
Costa Rica,2018,0-4,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.7045447739401405e-6
Costa Rica,2018,0-4,Mujer,IX,Enfermedades del sistema circulatorio,1.3245157104647896e-5
Costa Rica,2018,0-4,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.5433301779503143e-5
Costa Rica,2018,0-4,Mujer,X,Enfermedades del sistema respiratorio,1.492142531496743e-4
Costa Rica,2018,0-4,Mujer,XI,Enfermedades del sistema digestivo,7.603228855513064e-6
Costa Rica,2018,0-4,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.098094105468646e-7
Costa Rica,2018,0-4,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,7.780538608850418e-6
Costa Rica,2018,0-4,Mujer,XIV,Enfermedades del sistema genitourinario,1.2515781174455867e-6
Costa Rica,2018,0-4,Mujer,XVI,Afecciones originadas en el periodo perinatal,7.73900886657356e-4
Costa Rica,2018,0-4,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.88074711533355e-4
Costa Rica,2018,0-4,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.324576123142513e-5
Costa Rica,2018,0-4,Mujer,XX,Causas externas de mortalidad,3.2603932262921584e-5
Costa Rica,2018,10-14,Hombre,I,Enfermedades infecciosas y parasitarias,2.4066186055010073e-6
Costa Rica,2018,10-14,Hombre,II,Tumores,5.0509090143861045e-5
Costa Rica,2018,10-14,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.144935205314031e-6
Costa Rica,2018,10-14,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.5454800761159813e-6
Costa Rica,2018,10-14,Hombre,IX,Enfermedades del sistema circulatorio,1.7510588871425347e-5
Costa Rica,2018,10-14,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.863609009418655e-5
Costa Rica,2018,10-14,Hombre,X,Enfermedades del sistema respiratorio,1.1703973776988932e-6
Costa Rica,2018,10-14,Hombre,XI,Enfermedades del sistema digestivo,1.2501516187188246e-5
Costa Rica,2018,10-14,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.384776456306341e-7
Costa Rica,2018,10-14,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.6767021383335496e-6
Costa Rica,2018,10-14,Hombre,XIV,Enfermedades del sistema genitourinario,1.1955090284213272e-5
Costa Rica,2018,10-14,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.3326319054245415e-6
Costa Rica,2018,10-14,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.2825212847673114e-6
Costa Rica,2018,10-14,Hombre,XX,Causas externas de mortalidad,1.0035570754257041e-4
Costa Rica,2018,10-14,Mujer,I,Enfermedades infecciosas y parasitarias,2.538481727944794e-6
Costa Rica,2018,10-14,Mujer,II,Tumores,2.4817039246511368e-5
Costa Rica,2018,10-14,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.1612985361858138e-6
Costa Rica,2018,10-14,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.8600437425522658e-5
Costa Rica,2018,10-14,Mujer,IX,Enfermedades del sistema circulatorio,6.880771649759615e-6
Costa Rica,2018,10-14,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.2940865517821748e-5
Costa Rica,2018,10-14,Mujer,X,Enfermedades del sistema respiratorio,6.96933917430538e-6
Costa Rica,2018,10-14,Mujer,XI,Enfermedades del sistema digestivo,7.299401978400343e-6
Costa Rica,2018,10-14,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.857648094606354e-7
Costa Rica,2018,10-14,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,7.305970400374988e-6
Costa Rica,2018,10-14,Mujer,XIV,Enfermedades del sistema genitourinario,1.2282655174088528e-6
Costa Rica,2018,10-14,Mujer,XV,"Embarazo, parto y puerperio",5.019733505377087e-6
Costa Rica,2018,10-14,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.455898998744114e-6
Costa Rica,2018,10-14,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.8731802957533425e-6
Costa Rica,2018,10-14,Mujer,XX,Causas externas de mortalidad,4.258671038703749e-5
Costa Rica,2018,15-19,Hombre,I,Enfermedades infecciosas y parasitarias,2.23827175092675e-5
Costa Rica,2018,15-19,Hombre,II,Tumores,8.798364975358621e-5
Costa Rica,2018,15-19,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.1688139001699574e-5
Costa Rica,2018,15-19,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2.15991653116298e-5
Costa Rica,2018,15-19,Hombre,IX,Enfermedades del sistema circulatorio,1.6378865913483483e-5
Costa Rica,2018,15-19,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.743169312164706e-5
Costa Rica,2018,15-19,Hombre,X,Enfermedades del sistema respiratorio,1.1271418089580388e-5
Costa Rica,2018,15-19,Hombre,XI,Enfermedades del sistema digestivo,1.1559349571693702e-5
Costa Rica,2018,15-19,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.262297410594792e-7
Costa Rica,2018,15-19,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.5473390665994683e-6
Costa Rica,2018,15-19,Hombre,XIV,Enfermedades del sistema genitourinario,6.165992060367661e-6
Costa Rica,2018,15-19,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.565623608982085e-5
Costa Rica,2018,15-19,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.283806936996959e-6
Costa Rica,2018,15-19,Hombre,XX,Causas externas de mortalidad,6.558483618394634e-4
Costa Rica,2018,15-19,Mujer,I,Enfermedades infecciosas y parasitarias,7.684930621650321e-6
Costa Rica,2018,15-19,Mujer,II,Tumores,6.563855489558709e-5
Costa Rica,2018,15-19,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.0587537638542054e-6
Costa Rica,2018,15-19,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.7322292610671517e-5
Costa Rica,2018,15-19,Mujer,IX,Enfermedades del sistema circulatorio,2.7673993498130238e-5
Costa Rica,2018,15-19,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.277861626548393e-5
Costa Rica,2018,15-19,Mujer,X,Enfermedades del sistema respiratorio,1.1872161932737416e-5
Costa Rica,2018,15-19,Mujer,XI,Enfermedades del sistema digestivo,1.7372678588880954e-5
Costa Rica,2018,15-19,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.208375594618307e-7
Costa Rica,2018,15-19,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.963674751698012e-6
Costa Rica,2018,15-19,Mujer,XIV,Enfermedades del sistema genitourinario,1.2000314653506554e-6
Costa Rica,2018,15-19,Mujer,XV,"Embarazo, parto y puerperio",7.501224326256641e-6
Costa Rica,2018,15-19,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.1350427829210996e-5
Costa Rica,2018,15-19,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.3298328280927072e-6
Costa Rica,2018,15-19,Mujer,XX,Causas externas de mortalidad,1.353901905885432e-4
Costa Rica,2018,20-24,Hombre,I,Enfermedades infecciosas y parasitarias,4.5465225424356766e-5
Costa Rica,2018,20-24,Hombre,II,Tumores,6.473132547699513e-5
Costa Rica,2018,20-24,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.8900580378518272e-6
Costa Rica,2018,20-24,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6.20948420730198e-6
Costa Rica,2018,20-24,Hombre,IX,Enfermedades del sistema circulatorio,4.486518689088951e-5
Costa Rica,2018,20-24,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.917473600519861e-5
Costa Rica,2018,20-24,Hombre,X,Enfermedades del sistema respiratorio,2.0505540189168883e-5
Costa Rica,2018,20-24,Hombre,XI,Enfermedades del sistema digestivo,2.5468546754440768e-5
Costa Rica,2018,20-24,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.863431917309427e-7
Costa Rica,2018,20-24,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.5917756720813273e-5
Costa Rica,2018,20-24,Hombre,XIV,Enfermedades del sistema genitourinario,2.030456868771558e-5
Costa Rica,2018,20-24,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.5128483608849908e-5
Costa Rica,2018,20-24,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.0936219862367595e-5
