pais,anio,grupo_edad,sexo,causa,causa_grupo,q_c
Nicaragua,2018,70-74,Hombre,XI,Enfermedades del sistema digestivo,0.002448661415583283
Nicaragua,2018,70-74,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.0424904429304984e-5
Nicaragua,2018,70-74,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.4765537864649023e-4
Nicaragua,2018,70-74,Hombre,XIV,Enfermedades del sistema genitourinario,0.003174056050387785
Nicaragua,2018,70-74,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.1580127900566805e-5
Nicaragua,2018,70-74,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",5.883601774172967e-4
Nicaragua,2018,70-74,Hombre,XX,Causas externas de mortalidad,0.0011746272823878797
Nicaragua,2018,70-74,Mujer,I,Enfermedades infecciosas y parasitarias,2.8543732655656807e-4
Nicaragua,2018,70-74,Mujer,II,Tumores,0.0032601863016599245
Nicaragua,2018,70-74,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.507364421709775e-5
Nicaragua,2018,70-74,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0036050164411658998
Nicaragua,2018,70-74,Mujer,IX,Enfermedades del sistema circulatorio,0.006558734394933492
Nicaragua,2018,70-74,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.3914263593779036e-4
Nicaragua,2018,70-74,Mujer,X,Enfermedades del sistema respiratorio,0.001434350308615662
Nicaragua,2018,70-74,Mujer,XI,Enfermedades del sistema digestivo,0.0015450575002069582
Nicaragua,2018,70-74,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.5334634253502064e-4
Nicaragua,2018,70-74,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0117128430263165e-4
Nicaragua,2018,70-74,Mujer,XIV,Enfermedades del sistema genitourinario,0.0012412518483950247
Nicaragua,2018,70-74,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.96016424648662e-6
Nicaragua,2018,70-74,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.0785919537059265e-4
Nicaragua,2018,70-74,Mujer,XX,Causas externas de mortalidad,3.99664982526488e-4
Nicaragua,2018,75-79,Hombre,I,Enfermedades infecciosas y parasitarias,2.444105870578139e-4
Nicaragua,2018,75-79,Hombre,II,Tumores,0.005511256280237826
Nicaragua,2018,75-79,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.913351282558915e-5
Nicaragua,2018,75-79,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0040282785799073875
Nicaragua,2018,75-79,Hombre,IX,Enfermedades del sistema circulatorio,0.013790973294407823
Nicaragua,2018,75-79,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9.223332904305483e-4
Nicaragua,2018,75-79,Hombre,X,Enfermedades del sistema respiratorio,0.0037184044791648703
Nicaragua,2018,75-79,Hombre,XI,Enfermedades del sistema digestivo,0.002968285305634932
Nicaragua,2018,75-79,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,2.7252374531322346e-4
Nicaragua,2018,75-79,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0318713843037503e-4
Nicaragua,2018,75-79,Hombre,XIV,Enfermedades del sistema genitourinario,0.004064565599427422
Nicaragua,2018,75-79,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.2507602905368186e-5
Nicaragua,2018,75-79,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0011786007223570211
Nicaragua,2018,75-79,Hombre,XX,Causas externas de mortalidad,0.001759382537360359
Nicaragua,2018,75-79,Mujer,I,Enfermedades infecciosas y parasitarias,2.4222203480797071e-4
Nicaragua,2018,75-79,Mujer,II,Tumores,0.003693377669974383
Nicaragua,2018,75-79,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.0530121804608386e-5
Nicaragua,2018,75-79,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0045284356153578375
Nicaragua,2018,75-79,Mujer,IX,Enfermedades del sistema circulatorio,0.01144088801932631
Nicaragua,2018,75-79,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.412946305517498e-4
Nicaragua,2018,75-79,Mujer,X,Enfermedades del sistema respiratorio,0.0023102423144574584
Nicaragua,2018,75-79,Mujer,XI,Enfermedades del sistema digestivo,0.0023081798023660764
Nicaragua,2018,75-79,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,3.7777301936790943e-4
Nicaragua,2018,75-79,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,8.223776284431386e-5
Nicaragua,2018,75-79,Mujer,XIV,Enfermedades del sistema genitourinario,0.0015882718758447791
Nicaragua,2018,75-79,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.746024542542318e-6
Nicaragua,2018,75-79,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.180948752806448e-4
Nicaragua,2018,75-79,Mujer,XX,Causas externas de mortalidad,5.073760689007846e-4
Nicaragua,2018,80-84,Hombre,I,Enfermedades infecciosas y parasitarias,5.839625587278834e-4
Nicaragua,2018,80-84,Hombre,II,Tumores,0.009063379820421966
Nicaragua,2018,80-84,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.317549730808042e-5
Nicaragua,2018,80-84,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.006179896763546759
Nicaragua,2018,80-84,Hombre,IX,Enfermedades del sistema circulatorio,0.03145031951476063
Nicaragua,2018,80-84,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0012235437546827676
Nicaragua,2018,80-84,Hombre,X,Enfermedades del sistema respiratorio,0.007068669226756627
Nicaragua,2018,80-84,Hombre,XI,Enfermedades del sistema digestivo,0.005023511083439411
Nicaragua,2018,80-84,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,2.692626024970966e-4
Nicaragua,2018,80-84,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.3470283125039763e-4
Nicaragua,2018,80-84,Hombre,XIV,Enfermedades del sistema genitourinario,0.005646078395548737
Nicaragua,2018,80-84,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.5074119203427158e-5
Nicaragua,2018,80-84,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.00269986442069506
Nicaragua,2018,80-84,Hombre,XX,Causas externas de mortalidad,0.0020751464800928604
Nicaragua,2018,80-84,Mujer,I,Enfermedades infecciosas y parasitarias,3.2312982932785695e-4
Nicaragua,2018,80-84,Mujer,II,Tumores,0.0051571407352388726
Nicaragua,2018,80-84,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.368670613833484e-5
Nicaragua,2018,80-84,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005381215097034356
Nicaragua,2018,80-84,Mujer,IX,Enfermedades del sistema circulatorio,0.0195739562030867
Nicaragua,2018,80-84,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.708483646044384e-4
Nicaragua,2018,80-84,Mujer,X,Enfermedades del sistema respiratorio,0.00452413118835849
Nicaragua,2018,80-84,Mujer,XI,Enfermedades del sistema digestivo,0.0027564092375299875
Nicaragua,2018,80-84,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.279931773549454e-4
Nicaragua,2018,80-84,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.4522444988728833e-4
Nicaragua,2018,80-84,Mujer,XIV,Enfermedades del sistema genitourinario,0.002041028615261675
Nicaragua,2018,80-84,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.813197885457742e-5
Nicaragua,2018,80-84,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",9.58741387046092e-4
Nicaragua,2018,80-84,Mujer,XX,Causas externas de mortalidad,0.0014516668872254107
Nicaragua,2018,85-89,Hombre,I,Enfermedades infecciosas y parasitarias,0.001210750803750634
Nicaragua,2018,85-89,Hombre,II,Tumores,0.012617928318576265
Nicaragua,2018,85-89,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.603073326290085e-5
Nicaragua,2018,85-89,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.010519019741031244
Nicaragua,2018,85-89,Hombre,IX,Enfermedades del sistema circulatorio,0.06632847135459734
Nicaragua,2018,85-89,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0028240704350319915
Nicaragua,2018,85-89,Hombre,X,Enfermedades del sistema respiratorio,0.01606445742443993
Nicaragua,2018,85-89,Hombre,XI,Enfermedades del sistema digestivo,0.006923298630342683
Nicaragua,2018,85-89,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,9.007166634516139e-4
Nicaragua,2018,85-89,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0167053093595858e-4
Nicaragua,2018,85-89,Hombre,XIV,Enfermedades del sistema genitourinario,0.011500120691628112
Nicaragua,2018,85-89,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.1463149496639306e-4
Nicaragua,2018,85-89,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.004561198411022504
Nicaragua,2018,85-89,Hombre,XX,Causas externas de mortalidad,0.004445925048162857
Nicaragua,2018,85-89,Mujer,I,Enfermedades infecciosas y parasitarias,5.29356956153151e-4
Nicaragua,2018,85-89,Mujer,II,Tumores,0.008236706308092477
Nicaragua,2018,85-89,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.134683312339267e-5
Nicaragua,2018,85-89,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.009328504327709621
Nicaragua,2018,85-89,Mujer,IX,Enfermedades del sistema circulatorio,0.04127216764158539
Nicaragua,2018,85-89,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0015492242891917397
Nicaragua,2018,85-89,Mujer,X,Enfermedades del sistema respiratorio,0.01090901358027734
Nicaragua,2018,85-89,Mujer,XI,Enfermedades del sistema digestivo,0.005022995747688495
Nicaragua,2018,85-89,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,3.669933337136481e-4
Nicaragua,2018,85-89,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2901877847453714e-4
Nicaragua,2018,85-89,Mujer,XIV,Enfermedades del sistema genitourinario,0.0028522343069138627
Nicaragua,2018,85-89,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.085707044044944e-5
Nicaragua,2018,85-89,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.003218680480350114
Nicaragua,2018,85-89,Mujer,XX,Causas externas de mortalidad,0.0028063528563056052
Nicaragua,2018,90-94,Hombre,I,Enfermedades infecciosas y parasitarias,0.0012765201150974487
Nicaragua,2018,90-94,Hombre,II,Tumores,0.022821597035948857
Nicaragua,2018,90-94,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.659321727063496e-5
Nicaragua,2018,90-94,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.015480380943594945
Nicaragua,2018,90-94,Hombre,IX,Enfermedades del sistema circulatorio,0.14575723867721405
Nicaragua,2018,90-94,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.671100414749784e-4
Nicaragua,2018,90-94,Hombre,X,Enfermedades del sistema respiratorio,0.043952478602711884
Nicaragua,2018,90-94,Hombre,XI,Enfermedades del sistema digestivo,0.014452092783462465
Nicaragua,2018,90-94,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,8.865146741792098e-4
Nicaragua,2018,90-94,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.572572597816648e-5
Nicaragua,2018,90-94,Hombre,XIV,Enfermedades del sistema genitourinario,0.01545688453726502
Nicaragua,2018,90-94,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.079049416434389e-4
Nicaragua,2018,90-94,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0203414725617817
Nicaragua,2018,90-94,Hombre,XX,Causas externas de mortalidad,0.008290971276228937
Nicaragua,2018,90-94,Mujer,I,Enfermedades infecciosas y parasitarias,0.0015856806342619872
Nicaragua,2018,90-94,Mujer,II,Tumores,0.008815197397036265
Nicaragua,2018,90-94,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.743375760174196e-5
Nicaragua,2018,90-94,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.012058014326338285
Nicaragua,2018,90-94,Mujer,IX,Enfermedades del sistema circulatorio,0.09625475660059075
Nicaragua,2018,90-94,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0022227946285253014
Nicaragua,2018,90-94,Mujer,X,Enfermedades del sistema respiratorio,0.02852684612637936
Nicaragua,2018,90-94,Mujer,XI,Enfermedades del sistema digestivo,0.007073347034067363
Nicaragua,2018,90-94,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.0011976845738297932
Nicaragua,2018,90-94,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2040054997627874e-4
Nicaragua,2018,90-94,Mujer,XIV,Enfermedades del sistema genitourinario,0.0057936253253016365
Nicaragua,2018,90-94,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.358269279817241e-5
Nicaragua,2018,90-94,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.009974837847479965
Nicaragua,2018,90-94,Mujer,XX,Causas externas de mortalidad,0.007364860002033515
Nicaragua,2018,95+,Hombre,I,Enfermedades infecciosas y parasitarias,7.355912278103342e-4
Nicaragua,2018,95+,Hombre,II,Tumores,0.023011568540587907
Nicaragua,2018,95+,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.6193855958651254e-5
Nicaragua,2018,95+,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.02715895248065416
Nicaragua,2018,95+,Hombre,IX,Enfermedades del sistema circulatorio,0.5141466327760018
Nicaragua,2018,95+,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.001893075185242185
Nicaragua,2018,95+,Hombre,X,Enfermedades del sistema respiratorio,0.11156361096728333
Nicaragua,2018,95+,Hombre,XI,Enfermedades del sistema digestivo,0.020985299892158766
Nicaragua,2018,95+,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.14055697634597e-4
Nicaragua,2018,95+,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.0976661399891686e-5
Nicaragua,2018,95+,Hombre,XIV,Enfermedades del sistema genitourinario,0.029624575163830463
Nicaragua,2018,95+,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.3011881864398718e-4
Nicaragua,2018,95+,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.05580060516034866
Nicaragua,2018,95+,Hombre,XX,Causas externas de mortalidad,0.005486209191072659
Nicaragua,2018,95+,Mujer,I,Enfermedades infecciosas y parasitarias,8.260501362241762e-4
Nicaragua,2018,95+,Mujer,II,Tumores,0.024663328331177577
Nicaragua,2018,95+,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.0962178290896217e-5
Nicaragua,2018,95+,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.030682282508934962
Nicaragua,2018,95+,Mujer,IX,Enfermedades del sistema circulatorio,0.3440038130346292
Nicaragua,2018,95+,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0019835610442149017
Nicaragua,2018,95+,Mujer,X,Enfermedades del sistema respiratorio,0.07710578095767694
Nicaragua,2018,95+,Mujer,XI,Enfermedades del sistema digestivo,0.012708782001908867
Nicaragua,2018,95+,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.002464036343759236
Nicaragua,2018,95+,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.875983520099027e-4
Nicaragua,2018,95+,Mujer,XIV,Enfermedades del sistema genitourinario,0.017406707182669727
Nicaragua,2018,95+,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.564573349933315e-4
Nicaragua,2018,95+,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.06258595839070277
Nicaragua,2018,95+,Mujer,XX,Causas externas de mortalidad,0.01314145816019819
Panama,2015,0-4,Hombre,I,Enfermedades infecciosas y parasitarias,2.6063219292548305e-4
Panama,2015,0-4,Hombre,II,Tumores,5.2077786239144696e-5
Panama,2015,0-4,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.192439722809733e-5
Panama,2015,0-4,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2756259514919431e-4
Panama,2015,0-4,Hombre,IX,Enfermedades del sistema circulatorio,4.146654107925427e-5
Panama,2015,0-4,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.269382897830175e-5
Panama,2015,0-4,Hombre,X,Enfermedades del sistema respiratorio,3.9691576242703374e-4
Panama,2015,0-4,Hombre,XI,Enfermedades del sistema digestivo,1.0807079717970602e-4
Panama,2015,0-4,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.0770302472686475e-5
Panama,2015,0-4,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.254028774439998e-6
Panama,2015,0-4,Hombre,XIV,Enfermedades del sistema genitourinario,1.6217181537445592e-5
Panama,2015,0-4,Hombre,XVI,Afecciones originadas en el periodo perinatal,0.0011657026016782949
Panama,2015,0-4,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.21259354087604e-4
Panama,2015,0-4,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.6976521309888174e-4
Panama,2015,0-4,Hombre,XX,Causas externas de mortalidad,1.5573548697862574e-4
Panama,2015,0-4,Mujer,I,Enfermedades infecciosas y parasitarias,1.8403654644991898e-4
Panama,2015,0-4,Mujer,II,Tumores,7.07115929133665e-5
Panama,2015,0-4,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.8145253125763127e-5
Panama,2015,0-4,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2390844905412995e-4
Panama,2015,0-4,Mujer,IX,Enfermedades del sistema circulatorio,6.2784456583352354e-6
Panama,2015,0-4,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.435879276434166e-5
Panama,2015,0-4,Mujer,X,Enfermedades del sistema respiratorio,3.8965543381361435e-4
Panama,2015,0-4,Mujer,XI,Enfermedades del sistema digestivo,6.519567430097458e-5
Panama,2015,0-4,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.730265785434306e-7
Panama,2015,0-4,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1226082108116236e-6
Panama,2015,0-4,Mujer,XIV,Enfermedades del sistema genitourinario,1.7084282511500367e-5
Panama,2015,0-4,Mujer,XVI,Afecciones originadas en el periodo perinatal,8.767930980446135e-4
Panama,2015,0-4,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.723134759314035e-4
Panama,2015,0-4,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.0872297626559405e-4
Panama,2015,0-4,Mujer,XX,Causas externas de mortalidad,1.1016804405355026e-4
Panama,2015,10-14,Hombre,I,Enfermedades infecciosas y parasitarias,1.999811550851756e-5
Panama,2015,10-14,Hombre,II,Tumores,5.69743969740088e-5
Panama,2015,10-14,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.4358745911944644e-6
Panama,2015,10-14,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2360128711847058e-5
Panama,2015,10-14,Hombre,IX,Enfermedades del sistema circulatorio,2.296772716635895e-5
Panama,2015,10-14,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.8011160598861535e-5
Panama,2015,10-14,Hombre,X,Enfermedades del sistema respiratorio,2.357286644859823e-5
Panama,2015,10-14,Hombre,XI,Enfermedades del sistema digestivo,1.2663833110341013e-5
Panama,2015,10-14,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.325549319518338e-6
Panama,2015,10-14,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.648458815571797e-6
Panama,2015,10-14,Hombre,XIV,Enfermedades del sistema genitourinario,6.713219652417637e-6
Panama,2015,10-14,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.17496119382713e-6
Panama,2015,10-14,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.3699249279746846e-5
Panama,2015,10-14,Hombre,XX,Causas externas de mortalidad,1.307536254895263e-4
Panama,2015,10-14,Mujer,I,Enfermedades infecciosas y parasitarias,3.8201799043143076e-5
Panama,2015,10-14,Mujer,II,Tumores,5.996477820699916e-5
Panama,2015,10-14,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.9172823350591453e-5
Panama,2015,10-14,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",7.208854474092978e-6
Panama,2015,10-14,Mujer,IX,Enfermedades del sistema circulatorio,6.806529077175934e-6
Panama,2015,10-14,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.051039692322302e-5
Panama,2015,10-14,Mujer,X,Enfermedades del sistema respiratorio,7.0028983044285e-6
Panama,2015,10-14,Mujer,XI,Enfermedades del sistema digestivo,1.8925837032514785e-5
Panama,2015,10-14,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.343593301614081e-7
Panama,2015,10-14,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.945572938462487e-6
Panama,2015,10-14,Mujer,XIV,Enfermedades del sistema genitourinario,1.2189591833446077e-6
Panama,2015,10-14,Mujer,XV,"Embarazo, parto y puerperio",6.06824930886422e-6
Panama,2015,10-14,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.4996115169690653e-5
Panama,2015,10-14,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8836687466995163e-5
Panama,2015,10-14,Mujer,XX,Causas externas de mortalidad,5.621587423350416e-5
Panama,2015,15-19,Hombre,I,Enfermedades infecciosas y parasitarias,6.665991434972423e-5
Panama,2015,15-19,Hombre,II,Tumores,7.672966087957234e-5
Panama,2015,15-19,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.3410708835397356e-5
Panama,2015,15-19,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.3226884909491585e-6
Panama,2015,15-19,Hombre,IX,Enfermedades del sistema circulatorio,3.56919574123591e-5
Panama,2015,15-19,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.786225093874716e-5
Panama,2015,15-19,Hombre,X,Enfermedades del sistema respiratorio,2.9902292683371767e-5
Panama,2015,15-19,Hombre,XI,Enfermedades del sistema digestivo,3.633902266395782e-5
Panama,2015,15-19,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.935538573243565e-7
Panama,2015,15-19,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2258038546002092e-6
Panama,2015,15-19,Hombre,XIV,Enfermedades del sistema genitourinario,7.012167003532023e-6
Panama,2015,15-19,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.7715842054224578e-5
Panama,2015,15-19,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7.637133920664478e-5
Panama,2015,15-19,Hombre,XX,Causas externas de mortalidad,6.355542034875719e-4
Panama,2015,15-19,Mujer,I,Enfermedades infecciosas y parasitarias,8.14518602067328e-5
Panama,2015,15-19,Mujer,II,Tumores,5.002010329329729e-5
Panama,2015,15-19,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.991847902518332e-6
Panama,2015,15-19,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.4235235482259826e-6
Panama,2015,15-19,Mujer,IX,Enfermedades del sistema circulatorio,3.681274886518727e-5
Panama,2015,15-19,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",7.58221515765748e-6
Panama,2015,15-19,Mujer,X,Enfermedades del sistema respiratorio,3.155199367181307e-5
Panama,2015,15-19,Mujer,XI,Enfermedades del sistema digestivo,2.5679913888120374e-5
Panama,2015,15-19,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.865839148387078e-7
Panama,2015,15-19,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.9120206533076787e-5
Panama,2015,15-19,Mujer,XIV,Enfermedades del sistema genitourinario,1.3340381990697433e-5
Panama,2015,15-19,Mujer,XV,"Embarazo, parto y puerperio",4.7026032540194104e-5
Panama,2015,15-19,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.0440134875211304e-5
Panama,2015,15-19,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.947747502191816e-5
Panama,2015,15-19,Mujer,XX,Causas externas de mortalidad,1.2468038471254316e-4
Panama,2015,20-24,Hombre,I,Enfermedades infecciosas y parasitarias,3.031714041940609e-4
Panama,2015,20-24,Hombre,II,Tumores,6.864053138381502e-5
Panama,2015,20-24,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.782780086416704e-5
Panama,2015,20-24,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.3432388394828924e-5
Panama,2015,20-24,Hombre,IX,Enfermedades del sistema circulatorio,9.14820717709465e-5
Panama,2015,20-24,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.390859177300091e-5
Panama,2015,20-24,Hombre,X,Enfermedades del sistema respiratorio,3.128419751540554e-5
Panama,2015,20-24,Hombre,XI,Enfermedades del sistema digestivo,7.702583608568764e-6
Panama,2015,20-24,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,8.509372236721256e-7
Panama,2015,20-24,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2333926375366127e-6
Panama,2015,20-24,Hombre,XIV,Enfermedades del sistema genitourinario,3.128674853581226e-5
