anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion,mu_c,mu_total,q_c
2015,Hombre,Belice,40-44,XI,Enfermedades del sistema digestivo,3,10273,2.920276452837535e-4,0.00447775722768422,2.913748056167509e-4
2015,Hombre,Belice,40-44,XII,Enfermedades de la piel y del tejido subcutáneo,0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XIV,Enfermedades del sistema genitourinario,0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XV,"Embarazo, parto y puerperio",0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XVI,Afecciones originadas en el periodo perinatal,0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,10273,0,0.00447775722768422,0
2015,Hombre,Belice,40-44,XX,Causas externas de mortalidad,15,10273,0.0014601382264187676,0.00447775722768422,0.0014568740280837544
2015,Hombre,Belice,45-49,I,Enfermedades infecciosas y parasitarias,12,8675,0.00138328530259366,0.007262247838616715,0.001378274559334533
2015,Hombre,Belice,45-49,II,Tumores,3,8675,3.45821325648415e-4,0.007262247838616715,3.4456863983363324e-4
2015,Hombre,Belice,45-49,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,IV,"Enfermedades endocrinas, nutricionales y metabólicas",5,8675,5.763688760806917e-4,0.007262247838616715,5.742810663893888e-4
2015,Hombre,Belice,45-49,IX,Enfermedades del sistema circulatorio,9,8675,0.001037463976945245,0.007262247838616715,0.0010337059195009
2015,Hombre,Belice,45-49,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,8675,1.1527377521613833e-4,0.007262247838616715,1.1485621327787775e-4
2015,Hombre,Belice,45-49,X,Enfermedades del sistema respiratorio,3,8675,3.45821325648415e-4,0.007262247838616715,3.4456863983363324e-4
2015,Hombre,Belice,45-49,XI,Enfermedades del sistema digestivo,10,8675,0.0011527377521613833,0.007262247838616715,0.0011485621327787777
2015,Hombre,Belice,45-49,XII,Enfermedades de la piel y del tejido subcutáneo,0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,8675,1.1527377521613833e-4,0.007262247838616715,1.1485621327787775e-4
