iso_3_code,pais,year,age_group,sex,exposure
HND,Honduras,2015,20-24,Female,455154
HND,Honduras,2015,25-29,Female,401456
HND,Honduras,2015,30-34,Female,354543
HND,Honduras,2015,35-39,Female,303417
HND,Honduras,2015,40-44,Female,240496
HND,Honduras,2015,45-49,Female,191907
HND,Honduras,2015,5-9,Female,521937
HND,Honduras,2015,50-54,Female,156137
HND,Honduras,2015,55-59,Female,127844
HND,Honduras,2015,60-64,Female,101459
HND,Honduras,2015,65-69,Female,70144
HND,Honduras,2015,70-74,Female,44339
HND,Honduras,2015,75-79,Female,29878
HND,Honduras,2015,80-84,Female,17296
HND,Honduras,2015,85-89,Female,7193
HND,Honduras,2015,90-94,Female,2039.0000000000002
HND,Honduras,2015,95+,Female,306.00000000000006
HND,Honduras,2015,0-4,Male,553253
HND,Honduras,2015,10-14,Male,550003
HND,Honduras,2015,15-19,Male,523630
HND,Honduras,2015,20-24,Male,471772
HND,Honduras,2015,25-29,Male,413196
HND,Honduras,2015,30-34,Male,362314
HND,Honduras,2015,35-39,Male,306896
HND,Honduras,2015,40-44,Male,237207
HND,Honduras,2015,45-49,Male,182257
HND,Honduras,2015,5-9,Male,547590
HND,Honduras,2015,50-54,Male,145700
HND,Honduras,2015,55-59,Male,121382
HND,Honduras,2015,60-64,Male,97228
HND,Honduras,2015,65-69,Male,66621
HND,Honduras,2015,70-74,Male,39133
HND,Honduras,2015,75-79,Male,23026
HND,Honduras,2015,80-84,Male,11271
HND,Honduras,2015,85-89,Male,3878
HND,Honduras,2015,90-94,Male,926
HND,Honduras,2015,95+,Male,115
HND,Honduras,2015,0-4,Total,1080344
HND,Honduras,2015,10-14,Total,1075058
HND,Honduras,2015,15-19,Total,1025848
HND,Honduras,2015,20-24,Total,926927
HND,Honduras,2015,25-29,Total,814652
HND,Honduras,2015,30-34,Total,716857
HND,Honduras,2015,35-39,Total,610313
HND,Honduras,2015,40-44,Total,477703
HND,Honduras,2015,45-49,Total,374164
HND,Honduras,2015,5-9,Total,1069526
HND,Honduras,2015,50-54,Total,301837
HND,Honduras,2015,55-59,Total,249225
HND,Honduras,2015,60-64,Total,198688
HND,Honduras,2015,65-69,Total,136766
HND,Honduras,2015,70-74,Total,83472
HND,Honduras,2015,75-79,Total,52904
HND,Honduras,2015,80-84,Total,28567
HND,Honduras,2015,85-89,Total,11070
HND,Honduras,2015,90-94,Total,2966
HND,Honduras,2015,95+,Total,421.00000000000006
HND,Honduras,2016,0-4,Female,529043
HND,Honduras,2016,10-14,Female,523753.00000000006
HND,Honduras,2016,15-19,Female,509363
HND,Honduras,2016,20-24,Female,465133
HND,Honduras,2016,25-29,Female,410440
HND,Honduras,2016,30-34,Female,362649
HND,Honduras,2016,35-39,Female,314050
HND,Honduras,2016,40-44,Female,251552
HND,Honduras,2016,45-49,Female,199732
HND,Honduras,2016,5-9,Female,522149
HND,Honduras,2016,50-54,Female,161571
HND,Honduras,2016,55-59,Female,132044
HND,Honduras,2016,60-64,Female,105346
HND,Honduras,2016,65-69,Female,75473
HND,Honduras,2016,70-74,Female,46483
HND,Honduras,2016,75-79,Female,30607
HND,Honduras,2016,80-84,Female,17826
HND,Honduras,2016,85-89,Female,7497
HND,Honduras,2016,90-94,Female,2131
HND,Honduras,2016,95+,Female,327
HND,Honduras,2016,0-4,Male,555140
HND,Honduras,2016,10-14,Male,548942
HND,Honduras,2016,15-19,Male,531476
HND,Honduras,2016,20-24,Male,482325
HND,Honduras,2016,25-29,Male,423131
HND,Honduras,2016,30-34,Male,370675
HND,Honduras,2016,35-39,Male,318464
HND,Honduras,2016,40-44,Male,249417
HND,Honduras,2016,45-49,Male,190801
HND,Honduras,2016,5-9,Male,547880
HND,Honduras,2016,50-54,Male,150351
HND,Honduras,2016,55-59,Male,124055
HND,Honduras,2016,60-64,Male,100145
HND,Honduras,2016,65-69,Male,70793
HND,Honduras,2016,70-74,Male,41162
HND,Honduras,2016,75-79,Male,23677
HND,Honduras,2016,80-84,Male,11669
HND,Honduras,2016,85-89,Male,4035.9999999999995
HND,Honduras,2016,90-94,Male,955
HND,Honduras,2016,95+,Male,119.00000000000001
HND,Honduras,2016,0-4,Total,1084182
HND,Honduras,2016,10-14,Total,1072694
HND,Honduras,2016,15-19,Total,1040839
HND,Honduras,2016,20-24,Total,947458
HND,Honduras,2016,25-29,Total,833572
HND,Honduras,2016,30-34,Total,733323
HND,Honduras,2016,35-39,Total,632514
HND,Honduras,2016,40-44,Total,500969
HND,Honduras,2016,45-49,Total,390533
HND,Honduras,2016,5-9,Total,1070030
HND,Honduras,2016,50-54,Total,311923
HND,Honduras,2016,55-59,Total,256099
HND,Honduras,2016,60-64,Total,205491
HND,Honduras,2016,65-69,Total,146266
HND,Honduras,2016,70-74,Total,87645
HND,Honduras,2016,75-79,Total,54284
HND,Honduras,2016,80-84,Total,29495
HND,Honduras,2016,85-89,Total,11534
HND,Honduras,2016,90-94,Total,3086
HND,Honduras,2016,95+,Total,444.99999999999994
HND,Honduras,2017,0-4,Female,531585
HND,Honduras,2017,10-14,Female,522178
HND,Honduras,2017,15-19,Female,515375
HND,Honduras,2017,20-24,Female,474173
HND,Honduras,2017,25-29,Female,419601
HND,Honduras,2017,30-34,Female,371035
HND,Honduras,2017,35-39,Female,323964
HND,Honduras,2017,40-44,Female,263190
HND,Honduras,2017,45-49,Female,208118
HND,Honduras,2017,5-9,Female,522722
HND,Honduras,2017,50-54,Female,167308
HND,Honduras,2017,55-59,Female,136368
HND,Honduras,2017,60-64,Female,109269
HND,Honduras,2017,65-69,Female,80655
HND,Honduras,2017,70-74,Female,49132
HND,Honduras,2017,75-79,Female,31419
HND,Honduras,2017,80-84,Female,18375
HND,Honduras,2017,85-89,Female,7847
HND,Honduras,2017,90-94,Female,2213
HND,Honduras,2017,95+,Female,354.00000000000006
HND,Honduras,2017,0-4,Male,557619
HND,Honduras,2017,10-14,Male,547507
HND,Honduras,2017,15-19,Male,538182
HND,Honduras,2017,20-24,Male,491992
HND,Honduras,2017,25-29,Male,433063
HND,Honduras,2017,30-34,Male,379450
HND,Honduras,2017,35-39,Male,329170
HND,Honduras,2017,40-44,Male,262168
HND,Honduras,2017,45-49,Male,200120
HND,Honduras,2017,5-9,Male,548511
HND,Honduras,2017,50-54,Male,155558
HND,Honduras,2017,55-59,Male,126877
HND,Honduras,2017,60-64,Male,102926
HND,Honduras,2017,65-69,Male,74692
HND,Honduras,2017,70-74,Male,43614
HND,Honduras,2017,75-79,Male,24393
HND,Honduras,2017,80-84,Male,12083
HND,Honduras,2017,85-89,Male,4228
HND,Honduras,2017,90-94,Male,979
HND,Honduras,2017,95+,Male,125
HND,Honduras,2017,0-4,Total,1089204
HND,Honduras,2017,10-14,Total,1069685
HND,Honduras,2017,15-19,Total,1053556
HND,Honduras,2017,20-24,Total,966165
HND,Honduras,2017,25-29,Total,852664
HND,Honduras,2017,30-34,Total,750485
HND,Honduras,2017,35-39,Total,653135
HND,Honduras,2017,40-44,Total,525358
HND,Honduras,2017,45-49,Total,408238
HND,Honduras,2017,5-9,Total,1071234
HND,Honduras,2017,50-54,Total,322865
HND,Honduras,2017,55-59,Total,263245
HND,Honduras,2017,60-64,Total,212195
HND,Honduras,2017,65-69,Total,155347
HND,Honduras,2017,70-74,Total,92746
HND,Honduras,2017,75-79,Total,55813
HND,Honduras,2017,80-84,Total,30457
HND,Honduras,2017,85-89,Total,12075
HND,Honduras,2017,90-94,Total,3192
HND,Honduras,2017,95+,Total,478.00000000000006
HND,Honduras,2018,0-4,Female,535076
HND,Honduras,2018,10-14,Female,521200.00000000006
HND,Honduras,2018,15-19,Female,519780
HND,Honduras,2018,20-24,Female,482227
HND,Honduras,2018,25-29,Female,429207
HND,Honduras,2018,30-34,Female,379564
HND,Honduras,2018,35-39,Female,333288
HND,Honduras,2018,40-44,Female,275336
HND,Honduras,2018,45-49,Female,216823
HND,Honduras,2018,5-9,Female,523265.99999999994
HND,Honduras,2018,50-54,Female,173406
HND,Honduras,2018,55-59,Female,140847
HND,Honduras,2018,60-64,Female,113207
HND,Honduras,2018,65-69,Female,85500
HND,Honduras,2018,70-74,Female,52398
HND,Honduras,2018,75-79,Female,32386.000000000004
HND,Honduras,2018,80-84,Female,18931
HND,Honduras,2018,85-89,Female,8219
HND,Honduras,2018,90-94,Female,2295
HND,Honduras,2018,95+,Female,383
HND,Honduras,2018,0-4,Male,561115
HND,Honduras,2018,10-14,Male,546605
HND,Honduras,2018,15-19,Male,543249
HND,Honduras,2018,20-24,Male,500717
HND,Honduras,2018,25-29,Male,443262
HND,Honduras,2018,30-34,Male,388538
HND,Honduras,2018,35-39,Male,339121
HND,Honduras,2018,40-44,Male,275429
HND,Honduras,2018,45-49,Male,209830
HND,Honduras,2018,5-9,Male,549066
HND,Honduras,2018,50-54,Male,161397
HND,Honduras,2018,55-59,Male,129937.99999999999
HND,Honduras,2018,60-64,Male,105572
HND,Honduras,2018,65-69,Male,78230
HND,Honduras,2018,70-74,Male,46492
HND,Honduras,2018,75-79,Male,25232
HND,Honduras,2018,80-84,Male,12504
HND,Honduras,2018,85-89,Male,4441
HND,Honduras,2018,90-94,Male,1004
HND,Honduras,2018,95+,Male,132
HND,Honduras,2018,0-4,Total,1096190
HND,Honduras,2018,10-14,Total,1067805
HND,Honduras,2018,15-19,Total,1063030
HND,Honduras,2018,20-24,Total,982944
HND,Honduras,2018,25-29,Total,872468
HND,Honduras,2018,30-34,Total,768101
HND,Honduras,2018,35-39,Total,672409
HND,Honduras,2018,40-44,Total,550764
HND,Honduras,2018,45-49,Total,426653
HND,Honduras,2018,5-9,Total,1072332
HND,Honduras,2018,50-54,Total,334803
HND,Honduras,2018,55-59,Total,270784
HND,Honduras,2018,60-64,Total,218779
HND,Honduras,2018,65-69,Total,163730
HND,Honduras,2018,70-74,Total,98890
HND,Honduras,2018,75-79,Total,57617
HND,Honduras,2018,80-84,Total,31436
HND,Honduras,2018,85-89,Total,12661
HND,Honduras,2018,90-94,Total,3299
HND,Honduras,2018,95+,Total,515
NIC,Nicaragua,2015,0-4,Female,333293
NIC,Nicaragua,2015,10-14,Female,315468
NIC,Nicaragua,2015,15-19,Female,315440
NIC,Nicaragua,2015,20-24,Female,307722
NIC,Nicaragua,2015,25-29,Female,282146
NIC,Nicaragua,2015,30-34,Female,248797
NIC,Nicaragua,2015,35-39,Female,212932
NIC,Nicaragua,2015,40-44,Female,177522
NIC,Nicaragua,2015,45-49,Female,146386
NIC,Nicaragua,2015,5-9,Female,327113
NIC,Nicaragua,2015,50-54,Female,119731
NIC,Nicaragua,2015,55-59,Female,96773
NIC,Nicaragua,2015,60-64,Female,79322
NIC,Nicaragua,2015,65-69,Female,58164
NIC,Nicaragua,2015,70-74,Female,42204
NIC,Nicaragua,2015,75-79,Female,31794
NIC,Nicaragua,2015,80-84,Female,20262
NIC,Nicaragua,2015,85-89,Female,9909
NIC,Nicaragua,2015,90-94,Female,2700
NIC,Nicaragua,2015,95+,Female,345.00000000000006
NIC,Nicaragua,2015,0-4,Male,343262
NIC,Nicaragua,2015,10-14,Male,323724
NIC,Nicaragua,2015,15-19,Male,322995
NIC,Nicaragua,2015,20-24,Male,309618
NIC,Nicaragua,2015,25-29,Male,273445
NIC,Nicaragua,2015,30-34,Male,232853
NIC,Nicaragua,2015,35-39,Male,200213
NIC,Nicaragua,2015,40-44,Male,168864
NIC,Nicaragua,2015,45-49,Male,135733
NIC,Nicaragua,2015,5-9,Male,336163
NIC,Nicaragua,2015,50-54,Male,105277
NIC,Nicaragua,2015,55-59,Male,81650
NIC,Nicaragua,2015,60-64,Male,64230.99999999999
NIC,Nicaragua,2015,65-69,Male,46383
NIC,Nicaragua,2015,70-74,Male,33507
NIC,Nicaragua,2015,75-79,Male,23599
NIC,Nicaragua,2015,80-84,Male,13243
NIC,Nicaragua,2015,85-89,Male,5330
NIC,Nicaragua,2015,90-94,Male,1188
NIC,Nicaragua,2015,95+,Male,118.00000000000001
NIC,Nicaragua,2015,0-4,Total,676555
NIC,Nicaragua,2015,10-14,Total,639192
NIC,Nicaragua,2015,15-19,Total,638435
NIC,Nicaragua,2015,20-24,Total,617340
NIC,Nicaragua,2015,25-29,Total,555591
NIC,Nicaragua,2015,30-34,Total,481649
NIC,Nicaragua,2015,35-39,Total,413145
NIC,Nicaragua,2015,40-44,Total,346387
NIC,Nicaragua,2015,45-49,Total,282119
NIC,Nicaragua,2015,5-9,Total,663277
NIC,Nicaragua,2015,50-54,Total,225007
NIC,Nicaragua,2015,55-59,Total,178423
NIC,Nicaragua,2015,60-64,Total,143553
NIC,Nicaragua,2015,65-69,Total,104547
NIC,Nicaragua,2015,70-74,Total,75711
NIC,Nicaragua,2015,75-79,Total,55392
NIC,Nicaragua,2015,80-84,Total,33505
NIC,Nicaragua,2015,85-89,Total,15239
NIC,Nicaragua,2015,90-94,Total,3888
NIC,Nicaragua,2015,95+,Total,462
NIC,Nicaragua,2016,0-4,Female,332749
NIC,Nicaragua,2016,10-14,Female,316577
NIC,Nicaragua,2016,15-19,Female,314220
NIC,Nicaragua,2016,20-24,Female,307842
NIC,Nicaragua,2016,25-29,Female,286076
NIC,Nicaragua,2016,30-34,Female,253681
NIC,Nicaragua,2016,35-39,Female,218945
NIC,Nicaragua,2016,40-44,Female,183265
NIC,Nicaragua,2016,45-49,Female,151293
NIC,Nicaragua,2016,5-9,Female,328455
NIC,Nicaragua,2016,50-54,Female,123835
NIC,Nicaragua,2016,55-59,Female,100091
NIC,Nicaragua,2016,60-64,Female,81089
NIC,Nicaragua,2016,65-69,Female,62111
NIC,Nicaragua,2016,70-74,Female,43026
NIC,Nicaragua,2016,75-79,Female,32454
NIC,Nicaragua,2016,80-84,Female,20671
NIC,Nicaragua,2016,85-89,Female,10091
NIC,Nicaragua,2016,90-94,Female,2917
NIC,Nicaragua,2016,95+,Female,389
NIC,Nicaragua,2016,0-4,Male,342790
NIC,Nicaragua,2016,10-14,Male,324988
NIC,Nicaragua,2016,15-19,Male,322111
NIC,Nicaragua,2016,20-24,Male,311322
NIC,Nicaragua,2016,25-29,Male,279329
NIC,Nicaragua,2016,30-34,Male,237820
NIC,Nicaragua,2016,35-39,Male,204620
NIC,Nicaragua,2016,40-44,Male,173778
NIC,Nicaragua,2016,45-49,Male,141044
NIC,Nicaragua,2016,5-9,Male,337680
NIC,Nicaragua,2016,50-54,Male,109500
NIC,Nicaragua,2016,55-59,Male,84621
NIC,Nicaragua,2016,60-64,Male,65788
NIC,Nicaragua,2016,65-69,Male,48975
NIC,Nicaragua,2016,70-74,Male,33946
NIC,Nicaragua,2016,75-79,Male,24119
NIC,Nicaragua,2016,80-84,Male,13595
NIC,Nicaragua,2016,85-89,Male,5441
NIC,Nicaragua,2016,90-94,Male,1289
NIC,Nicaragua,2016,95+,Male,134
NIC,Nicaragua,2016,0-4,Total,675539
NIC,Nicaragua,2016,10-14,Total,641564
NIC,Nicaragua,2016,15-19,Total,636331
NIC,Nicaragua,2016,20-24,Total,619164
NIC,Nicaragua,2016,25-29,Total,565404
NIC,Nicaragua,2016,30-34,Total,491502
NIC,Nicaragua,2016,35-39,Total,423565
NIC,Nicaragua,2016,40-44,Total,357043
NIC,Nicaragua,2016,45-49,Total,292337
NIC,Nicaragua,2016,5-9,Total,666136
NIC,Nicaragua,2016,50-54,Total,233334
NIC,Nicaragua,2016,55-59,Total,184712
NIC,Nicaragua,2016,60-64,Total,146877
NIC,Nicaragua,2016,65-69,Total,111087
NIC,Nicaragua,2016,70-74,Total,76972
NIC,Nicaragua,2016,75-79,Total,56573
NIC,Nicaragua,2016,80-84,Total,34266
NIC,Nicaragua,2016,85-89,Total,15532
NIC,Nicaragua,2016,90-94,Total,4205
NIC,Nicaragua,2016,95+,Total,523
NIC,Nicaragua,2017,0-4,Female,331949
NIC,Nicaragua,2017,10-14,Female,318670
NIC,Nicaragua,2017,15-19,Female,312608
NIC,Nicaragua,2017,20-24,Female,307447
NIC,Nicaragua,2017,25-29,Female,289680
NIC,Nicaragua,2017,30-34,Female,258478
NIC,Nicaragua,2017,35-39,Female,224871
NIC,Nicaragua,2017,40-44,Female,189194
NIC,Nicaragua,2017,45-49,Female,156393
NIC,Nicaragua,2017,5-9,Female,329529
NIC,Nicaragua,2017,50-54,Female,128139.99999999999
NIC,Nicaragua,2017,55-59,Female,103575
NIC,Nicaragua,2017,60-64,Female,83152
NIC,Nicaragua,2017,65-69,Female,65942
NIC,Nicaragua,2017,70-74,Female,44020
NIC,Nicaragua,2017,75-79,Female,33063
NIC,Nicaragua,2017,80-84,Female,21111
NIC,Nicaragua,2017,85-89,Female,10254
NIC,Nicaragua,2017,90-94,Female,3110
NIC,Nicaragua,2017,95+,Female,437
NIC,Nicaragua,2017,0-4,Male,342051
NIC,Nicaragua,2017,10-14,Male,327224
NIC,Nicaragua,2017,15-19,Male,320637
NIC,Nicaragua,2017,20-24,Male,312324
NIC,Nicaragua,2017,25-29,Male,284937
NIC,Nicaragua,2017,30-34,Male,243296
NIC,Nicaragua,2017,35-39,Male,209032
NIC,Nicaragua,2017,40-44,Male,178595
NIC,Nicaragua,2017,45-49,Male,146376
NIC,Nicaragua,2017,5-9,Male,338960
NIC,Nicaragua,2017,50-54,Male,114144
NIC,Nicaragua,2017,55-59,Male,87801
NIC,Nicaragua,2017,60-64,Male,67561
NIC,Nicaragua,2017,65-69,Male,51553
NIC,Nicaragua,2017,70-74,Male,34468
NIC,Nicaragua,2017,75-79,Male,24602
NIC,Nicaragua,2017,80-84,Male,13957
NIC,Nicaragua,2017,85-89,Male,5566
NIC,Nicaragua,2017,90-94,Male,1374
NIC,Nicaragua,2017,95+,Male,151
NIC,Nicaragua,2017,0-4,Total,674000
NIC,Nicaragua,2017,10-14,Total,645893
NIC,Nicaragua,2017,15-19,Total,633245
NIC,Nicaragua,2017,20-24,Total,619770
NIC,Nicaragua,2017,25-29,Total,574617
NIC,Nicaragua,2017,30-34,Total,501774
NIC,Nicaragua,2017,35-39,Total,433904
NIC,Nicaragua,2017,40-44,Total,367789
NIC,Nicaragua,2017,45-49,Total,302769
NIC,Nicaragua,2017,5-9,Total,668489
NIC,Nicaragua,2017,50-54,Total,242285
NIC,Nicaragua,2017,55-59,Total,191376
NIC,Nicaragua,2017,60-64,Total,150714
NIC,Nicaragua,2017,65-69,Total,117496
NIC,Nicaragua,2017,70-74,Total,78488
NIC,Nicaragua,2017,75-79,Total,57666
NIC,Nicaragua,2017,80-84,Total,35068
NIC,Nicaragua,2017,85-89,Total,15819
NIC,Nicaragua,2017,90-94,Total,4484
NIC,Nicaragua,2017,95+,Total,588.0000000000001
NIC,Nicaragua,2018,0-4,Female,330851
NIC,Nicaragua,2018,10-14,Female,321260
NIC,Nicaragua,2018,15-19,Female,311339
NIC,Nicaragua,2018,20-24,Female,306671
NIC,Nicaragua,2018,25-29,Female,292580
NIC,Nicaragua,2018,30-34,Female,263264
NIC,Nicaragua,2018,35-39,Female,230714
NIC,Nicaragua,2018,40-44,Female,195178
NIC,Nicaragua,2018,45-49,Female,161739
NIC,Nicaragua,2018,5-9,Female,330217
NIC,Nicaragua,2018,50-54,Female,132637
NIC,Nicaragua,2018,55-59,Female,107242
NIC,Nicaragua,2018,60-64,Female,85538
NIC,Nicaragua,2018,65-69,Female,69264
NIC,Nicaragua,2018,70-74,Female,45650
NIC,Nicaragua,2018,75-79,Female,33724
NIC,Nicaragua,2018,80-84,Female,21633
NIC,Nicaragua,2018,85-89,Female,10432
NIC,Nicaragua,2018,90-94,Female,3267
NIC,Nicaragua,2018,95+,Female,488.00000000000006
NIC,Nicaragua,2018,0-4,Male,341002
NIC,Nicaragua,2018,10-14,Male,329982
NIC,Nicaragua,2018,15-19,Male,319410
NIC,Nicaragua,2018,20-24,Male,312595
NIC,Nicaragua,2018,25-29,Male,289783
NIC,Nicaragua,2018,30-34,Male,249279
NIC,Nicaragua,2018,35-39,Male,213584
NIC,Nicaragua,2018,40-44,Male,183212
NIC,Nicaragua,2018,45-49,Male,151704
NIC,Nicaragua,2018,5-9,Male,339808
NIC,Nicaragua,2018,50-54,Male,119112
NIC,Nicaragua,2018,55-59,Male,91231
NIC,Nicaragua,2018,60-64,Male,69647
NIC,Nicaragua,2018,65-69,Male,53903
NIC,Nicaragua,2018,70-74,Male,35395
NIC,Nicaragua,2018,75-79,Male,25086
NIC,Nicaragua,2018,80-84,Male,14338
NIC,Nicaragua,2018,85-89,Male,5713
NIC,Nicaragua,2018,90-94,Male,1438
NIC,Nicaragua,2018,95+,Male,170
NIC,Nicaragua,2018,0-4,Total,671852
NIC,Nicaragua,2018,10-14,Total,651242
NIC,Nicaragua,2018,15-19,Total,630750
NIC,Nicaragua,2018,20-24,Total,619266
NIC,Nicaragua,2018,25-29,Total,582364
NIC,Nicaragua,2018,30-34,Total,512543
NIC,Nicaragua,2018,35-39,Total,444298
NIC,Nicaragua,2018,40-44,Total,378390
NIC,Nicaragua,2018,45-49,Total,313444
NIC,Nicaragua,2018,5-9,Total,670024
NIC,Nicaragua,2018,50-54,Total,251749
NIC,Nicaragua,2018,55-59,Total,198473
NIC,Nicaragua,2018,60-64,Total,155185
NIC,Nicaragua,2018,65-69,Total,123166
NIC,Nicaragua,2018,70-74,Total,81044
NIC,Nicaragua,2018,75-79,Total,58809
NIC,Nicaragua,2018,80-84,Total,35971
NIC,Nicaragua,2018,85-89,Total,16145
NIC,Nicaragua,2018,90-94,Total,4705
NIC,Nicaragua,2018,95+,Total,658
PAN,Panama,2015,0-4,Female,187595
PAN,Panama,2015,10-14,Female,172703
PAN,Panama,2015,15-19,Female,166163
PAN,Panama,2015,20-24,Female,160750
PAN,Panama,2015,25-29,Female,156714
PAN,Panama,2015,30-34,Female,149321
PAN,Panama,2015,35-39,Female,138006
PAN,Panama,2015,40-44,Female,132431
PAN,Panama,2015,45-49,Female,120977
PAN,Panama,2015,5-9,Female,179518
PAN,Panama,2015,50-54,Female,104507
PAN,Panama,2015,55-59,Female,83998
PAN,Panama,2015,60-64,Female,67816
PAN,Panama,2015,65-69,Female,52541
PAN,Panama,2015,70-74,Female,40072
PAN,Panama,2015,75-79,Female,29109
PAN,Panama,2015,80-84,Female,18730
PAN,Panama,2015,85-89,Female,10172
PAN,Panama,2015,90-94,Female,4143
PAN,Panama,2015,95+,Female,1401
PAN,Panama,2015,0-4,Male,196980
PAN,Panama,2015,10-14,Male,180786
PAN,Panama,2015,15-19,Male,173387
PAN,Panama,2015,20-24,Male,165782
PAN,Panama,2015,25-29,Male,160645
PAN,Panama,2015,30-34,Male,151751
PAN,Panama,2015,35-39,Male,139096
PAN,Panama,2015,40-44,Male,131971
PAN,Panama,2015,45-49,Male,119105
PAN,Panama,2015,5-9,Male,187710
PAN,Panama,2015,50-54,Male,101534
PAN,Panama,2015,55-59,Male,81168
PAN,Panama,2015,60-64,Male,64577
PAN,Panama,2015,65-69,Male,48306
PAN,Panama,2015,70-74,Male,35359
PAN,Panama,2015,75-79,Male,23919
PAN,Panama,2015,80-84,Male,13479
PAN,Panama,2015,85-89,Male,5924
PAN,Panama,2015,90-94,Male,1607
PAN,Panama,2015,95+,Male,283.00000000000006
PAN,Panama,2015,0-4,Total,384575
PAN,Panama,2015,10-14,Total,353490
PAN,Panama,2015,15-19,Total,339550
PAN,Panama,2015,20-24,Total,326533
PAN,Panama,2015,25-29,Total,317360
PAN,Panama,2015,30-34,Total,301072
PAN,Panama,2015,35-39,Total,277103
PAN,Panama,2015,40-44,Total,264403
PAN,Panama,2015,45-49,Total,240082
PAN,Panama,2015,5-9,Total,367228
PAN,Panama,2015,50-54,Total,206041
PAN,Panama,2015,55-59,Total,165166
PAN,Panama,2015,60-64,Total,132393
PAN,Panama,2015,65-69,Total,100846
PAN,Panama,2015,70-74,Total,75431
PAN,Panama,2015,75-79,Total,53028
PAN,Panama,2015,80-84,Total,32209.000000000004
PAN,Panama,2015,85-89,Total,16096
PAN,Panama,2015,90-94,Total,5749
PAN,Panama,2015,95+,Total,1682.9999999999998
PAN,Panama,2016,0-4,Female,188385
PAN,Panama,2016,10-14,Female,174071
PAN,Panama,2016,15-19,Female,167849
PAN,Panama,2016,20-24,Female,162410
PAN,Panama,2016,25-29,Female,158401
PAN,Panama,2016,30-34,Female,152026
PAN,Panama,2016,35-39,Female,139922
PAN,Panama,2016,40-44,Female,133798
PAN,Panama,2016,45-49,Female,123656
PAN,Panama,2016,5-9,Female,181371
PAN,Panama,2016,50-54,Female,108170
PAN,Panama,2016,55-59,Female,87513
PAN,Panama,2016,60-64,Female,70478
PAN,Panama,2016,65-69,Female,54870
PAN,Panama,2016,70-74,Female,41667
PAN,Panama,2016,75-79,Female,30484
PAN,Panama,2016,80-84,Female,19742
PAN,Panama,2016,85-89,Female,10732
PAN,Panama,2016,90-94,Female,4309
PAN,Panama,2016,95+,Female,1444
PAN,Panama,2016,0-4,Male,198200
PAN,Panama,2016,10-14,Male,182179
PAN,Panama,2016,15-19,Male,175225
PAN,Panama,2016,20-24,Male,167583
PAN,Panama,2016,25-29,Male,162295
PAN,Panama,2016,30-34,Male,154591
PAN,Panama,2016,35-39,Male,141148
PAN,Panama,2016,40-44,Male,133570
PAN,Panama,2016,45-49,Male,121912
PAN,Panama,2016,5-9,Male,189636
PAN,Panama,2016,50-54,Male,105095
PAN,Panama,2016,55-59,Male,84372
PAN,Panama,2016,60-64,Male,67138
PAN,Panama,2016,65-69,Male,50522
PAN,Panama,2016,70-74,Male,36702
PAN,Panama,2016,75-79,Male,25050
PAN,Panama,2016,80-84,Male,14223
PAN,Panama,2016,85-89,Male,6324
PAN,Panama,2016,90-94,Male,1725
PAN,Panama,2016,95+,Male,304.00000000000006
PAN,Panama,2016,0-4,Total,386584
PAN,Panama,2016,10-14,Total,356250
PAN,Panama,2016,15-19,Total,343073
PAN,Panama,2016,20-24,Total,329992
PAN,Panama,2016,25-29,Total,320696
PAN,Panama,2016,30-34,Total,306618
PAN,Panama,2016,35-39,Total,281070
PAN,Panama,2016,40-44,Total,267368
PAN,Panama,2016,45-49,Total,245569
PAN,Panama,2016,5-9,Total,371007
PAN,Panama,2016,50-54,Total,213265
PAN,Panama,2016,55-59,Total,171886
PAN,Panama,2016,60-64,Total,137615
PAN,Panama,2016,65-69,Total,105391
PAN,Panama,2016,70-74,Total,78368
PAN,Panama,2016,75-79,Total,55534
PAN,Panama,2016,80-84,Total,33965
PAN,Panama,2016,85-89,Total,17056
PAN,Panama,2016,90-94,Total,6034
PAN,Panama,2016,95+,Total,1748
PAN,Panama,2017,0-4,Female,188647
PAN,Panama,2017,10-14,Female,175475
PAN,Panama,2017,15-19,Female,169506
PAN,Panama,2017,20-24,Female,164355
PAN,Panama,2017,25-29,Female,160131
PAN,Panama,2017,30-34,Female,154451
PAN,Panama,2017,35-39,Female,142345
PAN,Panama,2017,40-44,Female,134960
PAN,Panama,2017,45-49,Female,126195
PAN,Panama,2017,5-9,Female,183391
PAN,Panama,2017,50-54,Female,111573
PAN,Panama,2017,55-59,Female,91275
PAN,Panama,2017,60-64,Female,73199
PAN,Panama,2017,65-69,Female,57359
PAN,Panama,2017,70-74,Female,43332
PAN,Panama,2017,75-79,Female,31851
PAN,Panama,2017,80-84,Female,20821
PAN,Panama,2017,85-89,Female,11334
PAN,Panama,2017,90-94,Female,4501
PAN,Panama,2017,95+,Female,1492
PAN,Panama,2017,0-4,Male,198899
PAN,Panama,2017,10-14,Male,183574
PAN,Panama,2017,15-19,Male,176974
PAN,Panama,2017,20-24,Male,169721
PAN,Panama,2017,25-29,Male,163934
PAN,Panama,2017,30-34,Male,157167
PAN,Panama,2017,35-39,Male,143712
PAN,Panama,2017,40-44,Male,134995
PAN,Panama,2017,45-49,Male,124606
PAN,Panama,2017,5-9,Male,191806
