iso_3_code,pais,year,age_group,sex,exposure
PAN,Panama,2017,50-54,Male,108500
PAN,Panama,2017,55-59,Male,87856
PAN,Panama,2017,60-64,Male,69698
PAN,Panama,2017,65-69,Male,52873
PAN,Panama,2017,70-74,Male,38106
PAN,Panama,2017,75-79,Male,26140
PAN,Panama,2017,80-84,Male,15040
PAN,Panama,2017,85-89,Male,6715
PAN,Panama,2017,90-94,Male,1869
PAN,Panama,2017,95+,Male,330.99999999999994
PAN,Panama,2017,0-4,Total,387546
PAN,Panama,2017,10-14,Total,359048
PAN,Panama,2017,15-19,Total,346480
PAN,Panama,2017,20-24,Total,334076
PAN,Panama,2017,25-29,Total,324065
PAN,Panama,2017,30-34,Total,311617
PAN,Panama,2017,35-39,Total,286056
PAN,Panama,2017,40-44,Total,269955
PAN,Panama,2017,45-49,Total,250802
PAN,Panama,2017,5-9,Total,375197
PAN,Panama,2017,50-54,Total,220072
PAN,Panama,2017,55-59,Total,179131
PAN,Panama,2017,60-64,Total,142897
PAN,Panama,2017,65-69,Total,110232
PAN,Panama,2017,70-74,Total,81439
PAN,Panama,2017,75-79,Total,57992
PAN,Panama,2017,80-84,Total,35861
PAN,Panama,2017,85-89,Total,18049
PAN,Panama,2017,90-94,Total,6370
PAN,Panama,2017,95+,Total,1822
PAN,Panama,2018,0-4,Female,188454
PAN,Panama,2018,10-14,Female,177006
PAN,Panama,2018,15-19,Female,171098
PAN,Panama,2018,20-24,Female,166383
PAN,Panama,2018,25-29,Female,161956
PAN,Panama,2018,30-34,Female,156517
PAN,Panama,2018,35-39,Female,145256
PAN,Panama,2018,40-44,Female,136081
PAN,Panama,2018,45-49,Female,128536
PAN,Panama,2018,5-9,Female,185160
PAN,Panama,2018,50-54,Female,114673
PAN,Panama,2018,55-59,Female,95237
PAN,Panama,2018,60-64,Female,75962
PAN,Panama,2018,65-69,Female,60023
PAN,Panama,2018,70-74,Female,45056
PAN,Panama,2018,75-79,Female,33221
PAN,Panama,2018,80-84,Female,21973
PAN,Panama,2018,85-89,Female,12000
PAN,Panama,2018,90-94,Female,4749
PAN,Panama,2018,95+,Female,1555
PAN,Panama,2018,0-4,Male,199011
PAN,Panama,2018,10-14,Male,185088
PAN,Panama,2018,15-19,Male,178614
PAN,Panama,2018,20-24,Male,171971
PAN,Panama,2018,25-29,Male,165661
PAN,Panama,2018,30-34,Male,159349
PAN,Panama,2018,35-39,Male,146755
PAN,Panama,2018,40-44,Male,136367
PAN,Panama,2018,45-49,Male,127121
PAN,Panama,2018,5-9,Male,193815
PAN,Panama,2018,50-54,Male,111681
PAN,Panama,2018,55-59,Male,91552
PAN,Panama,2018,60-64,Male,72250
PAN,Panama,2018,65-69,Male,55395
PAN,Panama,2018,70-74,Male,39594
PAN,Panama,2018,75-79,Male,27230
PAN,Panama,2018,80-84,Male,15963
PAN,Panama,2018,85-89,Male,7133
PAN,Panama,2018,90-94,Male,2050
PAN,Panama,2018,95+,Male,367
PAN,Panama,2018,0-4,Total,387466
PAN,Panama,2018,10-14,Total,362093
PAN,Panama,2018,15-19,Total,349712
PAN,Panama,2018,20-24,Total,338355
PAN,Panama,2018,25-29,Total,327616
PAN,Panama,2018,30-34,Total,315865
PAN,Panama,2018,35-39,Total,292012
PAN,Panama,2018,40-44,Total,272448
PAN,Panama,2018,45-49,Total,255657
PAN,Panama,2018,5-9,Total,378975
PAN,Panama,2018,50-54,Total,226354
PAN,Panama,2018,55-59,Total,186790
PAN,Panama,2018,60-64,Total,148212
PAN,Panama,2018,65-69,Total,115418
PAN,Panama,2018,70-74,Total,84650
PAN,Panama,2018,75-79,Total,60450
PAN,Panama,2018,80-84,Total,37935
PAN,Panama,2018,85-89,Total,19133
PAN,Panama,2018,90-94,Total,6798
PAN,Panama,2018,95+,Total,1922.0000000000002
SLV,El Salvador,2015,0-4,Female,276733
SLV,El Salvador,2015,10-14,Female,303267
SLV,El Salvador,2015,15-19,Female,345266
SLV,El Salvador,2015,20-24,Female,313837
SLV,El Salvador,2015,25-29,Female,254979
SLV,El Salvador,2015,30-34,Female,226827
SLV,El Salvador,2015,35-39,Female,222659
SLV,El Salvador,2015,40-44,Female,198971
SLV,El Salvador,2015,45-49,Female,177611
SLV,El Salvador,2015,5-9,Female,276452
SLV,El Salvador,2015,50-54,Female,152268
SLV,El Salvador,2015,55-59,Female,126455
SLV,El Salvador,2015,60-64,Female,105555
SLV,El Salvador,2015,65-69,Female,85322
SLV,El Salvador,2015,70-74,Female,68275
SLV,El Salvador,2015,75-79,Female,50366
SLV,El Salvador,2015,80-84,Female,32003
SLV,El Salvador,2015,85-89,Female,15335
SLV,El Salvador,2015,90-94,Female,4939
SLV,El Salvador,2015,95+,Female,1194
SLV,El Salvador,2015,0-4,Male,294491
SLV,El Salvador,2015,10-14,Male,320551
SLV,El Salvador,2015,15-19,Male,362031
SLV,El Salvador,2015,20-24,Male,322459
SLV,El Salvador,2015,25-29,Male,239747
SLV,El Salvador,2015,30-34,Male,187575
SLV,El Salvador,2015,35-39,Male,172618
SLV,El Salvador,2015,40-44,Male,150363
SLV,El Salvador,2015,45-49,Male,133821
SLV,El Salvador,2015,5-9,Male,295641
SLV,El Salvador,2015,50-54,Male,111136
SLV,El Salvador,2015,55-59,Male,93533
SLV,El Salvador,2015,60-64,Male,77884
SLV,El Salvador,2015,65-69,Male,64819.99999999999
SLV,El Salvador,2015,70-74,Male,49882
SLV,El Salvador,2015,75-79,Male,35471
SLV,El Salvador,2015,80-84,Male,21119
SLV,El Salvador,2015,85-89,Male,9193
SLV,El Salvador,2015,90-94,Male,2538
SLV,El Salvador,2015,95+,Male,492.00000000000006
SLV,El Salvador,2015,0-4,Total,571224
SLV,El Salvador,2015,10-14,Total,623818
SLV,El Salvador,2015,15-19,Total,707297
SLV,El Salvador,2015,20-24,Total,636295
SLV,El Salvador,2015,25-29,Total,494726
SLV,El Salvador,2015,30-34,Total,414402
SLV,El Salvador,2015,35-39,Total,395276
SLV,El Salvador,2015,40-44,Total,349334
SLV,El Salvador,2015,45-49,Total,311432
SLV,El Salvador,2015,5-9,Total,572092
SLV,El Salvador,2015,50-54,Total,263405
SLV,El Salvador,2015,55-59,Total,219988
SLV,El Salvador,2015,60-64,Total,183439
SLV,El Salvador,2015,65-69,Total,150142
SLV,El Salvador,2015,70-74,Total,118156
SLV,El Salvador,2015,75-79,Total,85838
SLV,El Salvador,2015,80-84,Total,53123
SLV,El Salvador,2015,85-89,Total,24529
SLV,El Salvador,2015,90-94,Total,7476
SLV,El Salvador,2015,95+,Total,1685
SLV,El Salvador,2016,0-4,Female,274043
SLV,El Salvador,2016,10-14,Female,291567
SLV,El Salvador,2016,15-19,Female,339685
SLV,El Salvador,2016,20-24,Female,319557
SLV,El Salvador,2016,25-29,Female,260933
SLV,El Salvador,2016,30-34,Female,224476
SLV,El Salvador,2016,35-39,Female,222950
SLV,El Salvador,2016,40-44,Female,201677
SLV,El Salvador,2016,45-49,Female,180386
SLV,El Salvador,2016,5-9,Female,275771
SLV,El Salvador,2016,50-54,Female,156338
SLV,El Salvador,2016,55-59,Female,129883.00000000001
SLV,El Salvador,2016,60-64,Female,107767
SLV,El Salvador,2016,65-69,Female,87876
SLV,El Salvador,2016,70-74,Female,69317
SLV,El Salvador,2016,75-79,Female,51974
SLV,El Salvador,2016,80-84,Female,32371.000000000004
SLV,El Salvador,2016,85-89,Female,15965
SLV,El Salvador,2016,90-94,Female,4875
SLV,El Salvador,2016,95+,Female,1165
SLV,El Salvador,2016,0-4,Male,290724
SLV,El Salvador,2016,10-14,Male,308716
SLV,El Salvador,2016,15-19,Male,356832
SLV,El Salvador,2016,20-24,Male,329688
SLV,El Salvador,2016,25-29,Male,250851
SLV,El Salvador,2016,30-34,Male,188046
SLV,El Salvador,2016,35-39,Male,172891
SLV,El Salvador,2016,40-44,Male,150999
SLV,El Salvador,2016,45-49,Male,135353
SLV,El Salvador,2016,5-9,Male,295310
SLV,El Salvador,2016,50-54,Male,113534
SLV,El Salvador,2016,55-59,Male,94830
SLV,El Salvador,2016,60-64,Male,78741
SLV,El Salvador,2016,65-69,Male,65742
SLV,El Salvador,2016,70-74,Male,50516
SLV,El Salvador,2016,75-79,Male,36099
SLV,El Salvador,2016,80-84,Male,21063
SLV,El Salvador,2016,85-89,Male,9373
SLV,El Salvador,2016,90-94,Male,2459
SLV,El Salvador,2016,95+,Male,459
SLV,El Salvador,2016,0-4,Total,564768
SLV,El Salvador,2016,10-14,Total,600283
SLV,El Salvador,2016,15-19,Total,696518
SLV,El Salvador,2016,20-24,Total,649245
SLV,El Salvador,2016,25-29,Total,511784
SLV,El Salvador,2016,30-34,Total,412522
SLV,El Salvador,2016,35-39,Total,395840
SLV,El Salvador,2016,40-44,Total,352675
SLV,El Salvador,2016,45-49,Total,315738
SLV,El Salvador,2016,5-9,Total,571080
SLV,El Salvador,2016,50-54,Total,269872
SLV,El Salvador,2016,55-59,Total,224714
SLV,El Salvador,2016,60-64,Total,186508
SLV,El Salvador,2016,65-69,Total,153619
SLV,El Salvador,2016,70-74,Total,119832
SLV,El Salvador,2016,75-79,Total,88073
SLV,El Salvador,2016,80-84,Total,53434
SLV,El Salvador,2016,85-89,Total,25338
SLV,El Salvador,2016,90-94,Total,7335
SLV,El Salvador,2016,95+,Total,1624
SLV,El Salvador,2017,0-4,Female,269534
SLV,El Salvador,2017,10-14,Female,283413
SLV,El Salvador,2017,15-19,Female,331139
SLV,El Salvador,2017,20-24,Female,323644
SLV,El Salvador,2017,25-29,Female,267438
SLV,El Salvador,2017,30-34,Female,223964
SLV,El Salvador,2017,35-39,Female,221667
SLV,El Salvador,2017,40-44,Female,204458
SLV,El Salvador,2017,45-49,Female,183091
SLV,El Salvador,2017,5-9,Female,274659
SLV,El Salvador,2017,50-54,Female,160218
SLV,El Salvador,2017,55-59,Female,133532
SLV,El Salvador,2017,60-64,Female,110080
SLV,El Salvador,2017,65-69,Female,90524
SLV,El Salvador,2017,70-74,Female,70500
SLV,El Salvador,2017,75-79,Female,53492
SLV,El Salvador,2017,80-84,Female,32914
SLV,El Salvador,2017,85-89,Female,16511
SLV,El Salvador,2017,90-94,Female,4904
SLV,El Salvador,2017,95+,Female,1129
SLV,El Salvador,2017,0-4,Male,284960
SLV,El Salvador,2017,10-14,Male,300807
SLV,El Salvador,2017,15-19,Male,348404
SLV,El Salvador,2017,20-24,Male,334788
SLV,El Salvador,2017,25-29,Male,262324
SLV,El Salvador,2017,30-34,Male,190969
SLV,El Salvador,2017,35-39,Male,172105
SLV,El Salvador,2017,40-44,Male,151957
SLV,El Salvador,2017,45-49,Male,136435
SLV,El Salvador,2017,5-9,Male,294120
SLV,El Salvador,2017,50-54,Male,116032
SLV,El Salvador,2017,55-59,Male,96111
SLV,El Salvador,2017,60-64,Male,79742
SLV,El Salvador,2017,65-69,Male,66502
SLV,El Salvador,2017,70-74,Male,51328
SLV,El Salvador,2017,75-79,Male,36665
SLV,El Salvador,2017,80-84,Male,21127
SLV,El Salvador,2017,85-89,Male,9488
SLV,El Salvador,2017,90-94,Male,2440
SLV,El Salvador,2017,95+,Male,424.00000000000006
SLV,El Salvador,2017,0-4,Total,554494
SLV,El Salvador,2017,10-14,Total,584221
SLV,El Salvador,2017,15-19,Total,679543
SLV,El Salvador,2017,20-24,Total,658432
SLV,El Salvador,2017,25-29,Total,529761
SLV,El Salvador,2017,30-34,Total,414932
SLV,El Salvador,2017,35-39,Total,393772
SLV,El Salvador,2017,40-44,Total,356414
SLV,El Salvador,2017,45-49,Total,319526
SLV,El Salvador,2017,5-9,Total,568779
SLV,El Salvador,2017,50-54,Total,276250
SLV,El Salvador,2017,55-59,Total,229643
SLV,El Salvador,2017,60-64,Total,189822
SLV,El Salvador,2017,65-69,Total,157026
SLV,El Salvador,2017,70-74,Total,121828
SLV,El Salvador,2017,75-79,Total,90157
SLV,El Salvador,2017,80-84,Total,54041
SLV,El Salvador,2017,85-89,Total,25999
SLV,El Salvador,2017,90-94,Total,7343
SLV,El Salvador,2017,95+,Total,1552
SLV,El Salvador,2018,0-4,Female,263771
SLV,El Salvador,2018,10-14,Female,278414
SLV,El Salvador,2018,15-19,Female,319554
SLV,El Salvador,2018,20-24,Female,325422
SLV,El Salvador,2018,25-29,Female,274055
SLV,El Salvador,2018,30-34,Female,225450
SLV,El Salvador,2018,35-39,Female,218715
SLV,El Salvador,2018,40-44,Female,207281
SLV,El Salvador,2018,45-49,Female,185590
SLV,El Salvador,2018,5-9,Female,273255
SLV,El Salvador,2018,50-54,Female,163844
SLV,El Salvador,2018,55-59,Female,137232
SLV,El Salvador,2018,60-64,Female,112689
SLV,El Salvador,2018,65-69,Female,92939
SLV,El Salvador,2018,70-74,Female,72022
SLV,El Salvador,2018,75-79,Female,54725
SLV,El Salvador,2018,80-84,Female,33722
SLV,El Salvador,2018,85-89,Female,16881
SLV,El Salvador,2018,90-94,Female,5027
SLV,El Salvador,2018,95+,Female,1082
SLV,El Salvador,2018,0-4,Male,277966
SLV,El Salvador,2018,10-14,Male,296302
SLV,El Salvador,2018,15-19,Male,336705
SLV,El Salvador,2018,20-24,Male,337471
SLV,El Salvador,2018,25-29,Male,273314
SLV,El Salvador,2018,30-34,Male,196524
SLV,El Salvador,2018,35-39,Male,170318
SLV,El Salvador,2018,40-44,Male,153359
SLV,El Salvador,2018,45-49,Male,136941
SLV,El Salvador,2018,5-9,Male,292345
SLV,El Salvador,2018,50-54,Male,118495
SLV,El Salvador,2018,55-59,Male,97401
SLV,El Salvador,2018,60-64,Male,80936
SLV,El Salvador,2018,65-69,Male,66998
SLV,El Salvador,2018,70-74,Male,52325
SLV,El Salvador,2018,75-79,Male,37048
SLV,El Salvador,2018,80-84,Male,21340
SLV,El Salvador,2018,85-89,Male,9504
SLV,El Salvador,2018,90-94,Male,2466
SLV,El Salvador,2018,95+,Male,383
SLV,El Salvador,2018,0-4,Total,541736
SLV,El Salvador,2018,10-14,Total,574716
SLV,El Salvador,2018,15-19,Total,656259
SLV,El Salvador,2018,20-24,Total,662893
SLV,El Salvador,2018,25-29,Total,547369
SLV,El Salvador,2018,30-34,Total,421974
SLV,El Salvador,2018,35-39,Total,389033
SLV,El Salvador,2018,40-44,Total,360640
SLV,El Salvador,2018,45-49,Total,322531
SLV,El Salvador,2018,5-9,Total,565600
SLV,El Salvador,2018,50-54,Total,282339
SLV,El Salvador,2018,55-59,Total,234632
SLV,El Salvador,2018,60-64,Total,193625
SLV,El Salvador,2018,65-69,Total,159936
SLV,El Salvador,2018,70-74,Total,124347
SLV,El Salvador,2018,75-79,Total,91773
SLV,El Salvador,2018,80-84,Total,55063
SLV,El Salvador,2018,85-89,Total,26385
SLV,El Salvador,2018,90-94,Total,7492
SLV,El Salvador,2018,95+,Total,1464
