anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion
2015,Mujer,Nicaragua,95+,X,Enfermedades del sistema respiratorio,67,345.00000000000006
2015,Mujer,Nicaragua,95+,XI,Enfermedades del sistema digestivo,10,345.00000000000006
2015,Mujer,Nicaragua,95+,XII,Enfermedades de la piel y del tejido subcutáneo,0,345.00000000000006
2015,Mujer,Nicaragua,95+,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,345.00000000000006
2015,Mujer,Nicaragua,95+,XIV,Enfermedades del sistema genitourinario,11,345.00000000000006
2015,Mujer,Nicaragua,95+,XV,"Embarazo, parto y puerperio",0,345.00000000000006
2015,Mujer,Nicaragua,95+,XVI,Afecciones originadas en el periodo perinatal,0,345.00000000000006
2015,Mujer,Nicaragua,95+,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,345.00000000000006
2015,Mujer,Nicaragua,95+,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",42,345.00000000000006
2015,Mujer,Nicaragua,95+,XX,Causas externas de mortalidad,12,345.00000000000006
2016,Hombre,Nicaragua,0-4,I,Enfermedades infecciosas y parasitarias,79,342790
2016,Hombre,Nicaragua,0-4,II,Tumores,19,342790
2016,Hombre,Nicaragua,0-4,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6,342790
2016,Hombre,Nicaragua,0-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",33,342790
2016,Hombre,Nicaragua,0-4,IX,Enfermedades del sistema circulatorio,8,342790
2016,Hombre,Nicaragua,0-4,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",16,342790
2016,Hombre,Nicaragua,0-4,X,Enfermedades del sistema respiratorio,144,342790
2016,Hombre,Nicaragua,0-4,XI,Enfermedades del sistema digestivo,19,342790
2016,Hombre,Nicaragua,0-4,XII,Enfermedades de la piel y del tejido subcutáneo,1,342790
2016,Hombre,Nicaragua,0-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,342790
2016,Hombre,Nicaragua,0-4,XIV,Enfermedades del sistema genitourinario,15,342790
2016,Hombre,Nicaragua,0-4,XV,"Embarazo, parto y puerperio",0,342790
2016,Hombre,Nicaragua,0-4,XVI,Afecciones originadas en el periodo perinatal,595,342790
2016,Hombre,Nicaragua,0-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",284,342790
2016,Hombre,Nicaragua,0-4,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3,342790
2016,Hombre,Nicaragua,0-4,XX,Causas externas de mortalidad,44,342790
2016,Hombre,Nicaragua,10-14,I,Enfermedades infecciosas y parasitarias,7,324988
2016,Hombre,Nicaragua,10-14,II,Tumores,15,324988
2016,Hombre,Nicaragua,10-14,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4,324988
2016,Hombre,Nicaragua,10-14,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,324988
2016,Hombre,Nicaragua,10-14,IX,Enfermedades del sistema circulatorio,7,324988
2016,Hombre,Nicaragua,10-14,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9,324988
2016,Hombre,Nicaragua,10-14,X,Enfermedades del sistema respiratorio,4,324988
2016,Hombre,Nicaragua,10-14,XI,Enfermedades del sistema digestivo,8,324988
2016,Hombre,Nicaragua,10-14,XII,Enfermedades de la piel y del tejido subcutáneo,0,324988
2016,Hombre,Nicaragua,10-14,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,324988
2016,Hombre,Nicaragua,10-14,XIV,Enfermedades del sistema genitourinario,3,324988
2016,Hombre,Nicaragua,10-14,XV,"Embarazo, parto y puerperio",0,324988
2016,Hombre,Nicaragua,10-14,XVI,Afecciones originadas en el periodo perinatal,0,324988
2016,Hombre,Nicaragua,10-14,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,324988
2016,Hombre,Nicaragua,10-14,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,324988
2016,Hombre,Nicaragua,10-14,XX,Causas externas de mortalidad,38,324988
2016,Hombre,Nicaragua,15-19,I,Enfermedades infecciosas y parasitarias,4,322111
2016,Hombre,Nicaragua,15-19,II,Tumores,19,322111
2016,Hombre,Nicaragua,15-19,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6,322111
2016,Hombre,Nicaragua,15-19,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2,322111
2016,Hombre,Nicaragua,15-19,IX,Enfermedades del sistema circulatorio,16,322111
2016,Hombre,Nicaragua,15-19,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",14,322111
2016,Hombre,Nicaragua,15-19,X,Enfermedades del sistema respiratorio,9,322111
2016,Hombre,Nicaragua,15-19,XI,Enfermedades del sistema digestivo,4,322111
2016,Hombre,Nicaragua,15-19,XII,Enfermedades de la piel y del tejido subcutáneo,1,322111
2016,Hombre,Nicaragua,15-19,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,322111
2016,Hombre,Nicaragua,15-19,XIV,Enfermedades del sistema genitourinario,6,322111
2016,Hombre,Nicaragua,15-19,XV,"Embarazo, parto y puerperio",0,322111
2016,Hombre,Nicaragua,15-19,XVI,Afecciones originadas en el periodo perinatal,0,322111
2016,Hombre,Nicaragua,15-19,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,322111
2016,Hombre,Nicaragua,15-19,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2,322111
2016,Hombre,Nicaragua,15-19,XX,Causas externas de mortalidad,124,322111
2016,Hombre,Nicaragua,20-24,I,Enfermedades infecciosas y parasitarias,16,311322
2016,Hombre,Nicaragua,20-24,II,Tumores,20,311322
2016,Hombre,Nicaragua,20-24,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,5,311322
2016,Hombre,Nicaragua,20-24,IV,"Enfermedades endocrinas, nutricionales y metabólicas",4,311322
2016,Hombre,Nicaragua,20-24,IX,Enfermedades del sistema circulatorio,19,311322
2016,Hombre,Nicaragua,20-24,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",13,311322
2016,Hombre,Nicaragua,20-24,X,Enfermedades del sistema respiratorio,9,311322
2016,Hombre,Nicaragua,20-24,XI,Enfermedades del sistema digestivo,15,311322
2016,Hombre,Nicaragua,20-24,XII,Enfermedades de la piel y del tejido subcutáneo,1,311322
2016,Hombre,Nicaragua,20-24,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,311322
2016,Hombre,Nicaragua,20-24,XIV,Enfermedades del sistema genitourinario,19,311322
2016,Hombre,Nicaragua,20-24,XV,"Embarazo, parto y puerperio",0,311322
2016,Hombre,Nicaragua,20-24,XVI,Afecciones originadas en el periodo perinatal,0,311322
2016,Hombre,Nicaragua,20-24,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,311322
2016,Hombre,Nicaragua,20-24,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6,311322
2016,Hombre,Nicaragua,20-24,XX,Causas externas de mortalidad,257,311322
2016,Hombre,Nicaragua,25-29,I,Enfermedades infecciosas y parasitarias,41,279329
2016,Hombre,Nicaragua,25-29,II,Tumores,28,279329
2016,Hombre,Nicaragua,25-29,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,5,279329
2016,Hombre,Nicaragua,25-29,IV,"Enfermedades endocrinas, nutricionales y metabólicas",7,279329
2016,Hombre,Nicaragua,25-29,IX,Enfermedades del sistema circulatorio,23,279329
2016,Hombre,Nicaragua,25-29,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",26,279329
2016,Hombre,Nicaragua,25-29,X,Enfermedades del sistema respiratorio,9,279329
2016,Hombre,Nicaragua,25-29,XI,Enfermedades del sistema digestivo,34,279329
2016,Hombre,Nicaragua,25-29,XII,Enfermedades de la piel y del tejido subcutáneo,1,279329
2016,Hombre,Nicaragua,25-29,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,279329
2016,Hombre,Nicaragua,25-29,XIV,Enfermedades del sistema genitourinario,32,279329
2016,Hombre,Nicaragua,25-29,XV,"Embarazo, parto y puerperio",0,279329
2016,Hombre,Nicaragua,25-29,XVI,Afecciones originadas en el periodo perinatal,0,279329
2016,Hombre,Nicaragua,25-29,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,279329
2016,Hombre,Nicaragua,25-29,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4,279329
2016,Hombre,Nicaragua,25-29,XX,Causas externas de mortalidad,248,279329
2016,Hombre,Nicaragua,30-34,I,Enfermedades infecciosas y parasitarias,45,237820
2016,Hombre,Nicaragua,30-34,II,Tumores,30,237820
2016,Hombre,Nicaragua,30-34,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,237820
2016,Hombre,Nicaragua,30-34,IV,"Enfermedades endocrinas, nutricionales y metabólicas",12,237820
2016,Hombre,Nicaragua,30-34,IX,Enfermedades del sistema circulatorio,43,237820
2016,Hombre,Nicaragua,30-34,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",35,237820
2016,Hombre,Nicaragua,30-34,X,Enfermedades del sistema respiratorio,6,237820
2016,Hombre,Nicaragua,30-34,XI,Enfermedades del sistema digestivo,84,237820
2016,Hombre,Nicaragua,30-34,XII,Enfermedades de la piel y del tejido subcutáneo,2,237820
2016,Hombre,Nicaragua,30-34,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,237820
2016,Hombre,Nicaragua,30-34,XIV,Enfermedades del sistema genitourinario,62,237820
2016,Hombre,Nicaragua,30-34,XV,"Embarazo, parto y puerperio",0,237820
2016,Hombre,Nicaragua,30-34,XVI,Afecciones originadas en el periodo perinatal,0,237820
2016,Hombre,Nicaragua,30-34,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,237820
2016,Hombre,Nicaragua,30-34,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3,237820
2016,Hombre,Nicaragua,30-34,XX,Causas externas de mortalidad,227,237820
2016,Hombre,Nicaragua,35-39,I,Enfermedades infecciosas y parasitarias,36,204620
2016,Hombre,Nicaragua,35-39,II,Tumores,35,204620
2016,Hombre,Nicaragua,35-39,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,204620
2016,Hombre,Nicaragua,35-39,IV,"Enfermedades endocrinas, nutricionales y metabólicas",18,204620
2016,Hombre,Nicaragua,35-39,IX,Enfermedades del sistema circulatorio,53,204620
2016,Hombre,Nicaragua,35-39,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",49,204620
2016,Hombre,Nicaragua,35-39,X,Enfermedades del sistema respiratorio,16,204620
2016,Hombre,Nicaragua,35-39,XI,Enfermedades del sistema digestivo,115,204620
2016,Hombre,Nicaragua,35-39,XII,Enfermedades de la piel y del tejido subcutáneo,1,204620
2016,Hombre,Nicaragua,35-39,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,204620
2016,Hombre,Nicaragua,35-39,XIV,Enfermedades del sistema genitourinario,70,204620
2016,Hombre,Nicaragua,35-39,XV,"Embarazo, parto y puerperio",0,204620
2016,Hombre,Nicaragua,35-39,XVI,Afecciones originadas en el periodo perinatal,0,204620
2016,Hombre,Nicaragua,35-39,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,204620
2016,Hombre,Nicaragua,35-39,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",8,204620
2016,Hombre,Nicaragua,35-39,XX,Causas externas de mortalidad,162,204620
2016,Hombre,Nicaragua,40-44,I,Enfermedades infecciosas y parasitarias,30,173778
2016,Hombre,Nicaragua,40-44,II,Tumores,40,173778
2016,Hombre,Nicaragua,40-44,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,173778
2016,Hombre,Nicaragua,40-44,IV,"Enfermedades endocrinas, nutricionales y metabólicas",25,173778
2016,Hombre,Nicaragua,40-44,IX,Enfermedades del sistema circulatorio,79,173778
2016,Hombre,Nicaragua,40-44,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",54,173778
2016,Hombre,Nicaragua,40-44,X,Enfermedades del sistema respiratorio,18,173778
2016,Hombre,Nicaragua,40-44,XI,Enfermedades del sistema digestivo,122,173778
2016,Hombre,Nicaragua,40-44,XII,Enfermedades de la piel y del tejido subcutáneo,2,173778
2016,Hombre,Nicaragua,40-44,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,173778
2016,Hombre,Nicaragua,40-44,XIV,Enfermedades del sistema genitourinario,87,173778
2016,Hombre,Nicaragua,40-44,XV,"Embarazo, parto y puerperio",0,173778
2016,Hombre,Nicaragua,40-44,XVI,Afecciones originadas en el periodo perinatal,0,173778
2016,Hombre,Nicaragua,40-44,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,173778
2016,Hombre,Nicaragua,40-44,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2,173778
2016,Hombre,Nicaragua,40-44,XX,Causas externas de mortalidad,137,173778
2016,Hombre,Nicaragua,45-49,I,Enfermedades infecciosas y parasitarias,17,141044
2016,Hombre,Nicaragua,45-49,II,Tumores,55,141044
2016,Hombre,Nicaragua,45-49,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,141044
2016,Hombre,Nicaragua,45-49,IV,"Enfermedades endocrinas, nutricionales y metabólicas",42,141044
2016,Hombre,Nicaragua,45-49,IX,Enfermedades del sistema circulatorio,96,141044
2016,Hombre,Nicaragua,45-49,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",44,141044
2016,Hombre,Nicaragua,45-49,X,Enfermedades del sistema respiratorio,25,141044
2016,Hombre,Nicaragua,45-49,XI,Enfermedades del sistema digestivo,127,141044
2016,Hombre,Nicaragua,45-49,XII,Enfermedades de la piel y del tejido subcutáneo,1,141044
2016,Hombre,Nicaragua,45-49,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,141044
2016,Hombre,Nicaragua,45-49,XIV,Enfermedades del sistema genitourinario,92,141044
2016,Hombre,Nicaragua,45-49,XV,"Embarazo, parto y puerperio",0,141044
2016,Hombre,Nicaragua,45-49,XVI,Afecciones originadas en el periodo perinatal,0,141044
2016,Hombre,Nicaragua,45-49,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,141044
2016,Hombre,Nicaragua,45-49,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6,141044
2016,Hombre,Nicaragua,45-49,XX,Causas externas de mortalidad,93,141044
2016,Hombre,Nicaragua,5-9,I,Enfermedades infecciosas y parasitarias,10,337680
2016,Hombre,Nicaragua,5-9,II,Tumores,6,337680
2016,Hombre,Nicaragua,5-9,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,337680
2016,Hombre,Nicaragua,5-9,IV,"Enfermedades endocrinas, nutricionales y metabólicas",4,337680
2016,Hombre,Nicaragua,5-9,IX,Enfermedades del sistema circulatorio,3,337680
2016,Hombre,Nicaragua,5-9,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",7,337680
2016,Hombre,Nicaragua,5-9,X,Enfermedades del sistema respiratorio,6,337680
2016,Hombre,Nicaragua,5-9,XI,Enfermedades del sistema digestivo,3,337680
2016,Hombre,Nicaragua,5-9,XII,Enfermedades de la piel y del tejido subcutáneo,0,337680
2016,Hombre,Nicaragua,5-9,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,337680
2016,Hombre,Nicaragua,5-9,XIV,Enfermedades del sistema genitourinario,2,337680
2016,Hombre,Nicaragua,5-9,XV,"Embarazo, parto y puerperio",0,337680
2016,Hombre,Nicaragua,5-9,XVI,Afecciones originadas en el periodo perinatal,0,337680
2016,Hombre,Nicaragua,5-9,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,337680
2016,Hombre,Nicaragua,5-9,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,337680
2016,Hombre,Nicaragua,5-9,XX,Causas externas de mortalidad,25,337680
2016,Hombre,Nicaragua,50-54,I,Enfermedades infecciosas y parasitarias,18,109500
2016,Hombre,Nicaragua,50-54,II,Tumores,90,109500
2016,Hombre,Nicaragua,50-54,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,109500
2016,Hombre,Nicaragua,50-54,IV,"Enfermedades endocrinas, nutricionales y metabólicas",86,109500
2016,Hombre,Nicaragua,50-54,IX,Enfermedades del sistema circulatorio,129,109500
2016,Hombre,Nicaragua,50-54,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",39,109500
2016,Hombre,Nicaragua,50-54,X,Enfermedades del sistema respiratorio,24,109500
2016,Hombre,Nicaragua,50-54,XI,Enfermedades del sistema digestivo,156,109500
2016,Hombre,Nicaragua,50-54,XII,Enfermedades de la piel y del tejido subcutáneo,1,109500
2016,Hombre,Nicaragua,50-54,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,109500
2016,Hombre,Nicaragua,50-54,XIV,Enfermedades del sistema genitourinario,101,109500
2016,Hombre,Nicaragua,50-54,XV,"Embarazo, parto y puerperio",0,109500
2016,Hombre,Nicaragua,50-54,XVI,Afecciones originadas en el periodo perinatal,0,109500
2016,Hombre,Nicaragua,50-54,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,109500
2016,Hombre,Nicaragua,50-54,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6,109500
2016,Hombre,Nicaragua,50-54,XX,Causas externas de mortalidad,89,109500
2016,Hombre,Nicaragua,55-59,I,Enfermedades infecciosas y parasitarias,22,84621
2016,Hombre,Nicaragua,55-59,II,Tumores,119,84621
2016,Hombre,Nicaragua,55-59,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4,84621
2016,Hombre,Nicaragua,55-59,IV,"Enfermedades endocrinas, nutricionales y metabólicas",119,84621
2016,Hombre,Nicaragua,55-59,IX,Enfermedades del sistema circulatorio,214,84621
2016,Hombre,Nicaragua,55-59,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",35,84621
2016,Hombre,Nicaragua,55-59,X,Enfermedades del sistema respiratorio,40,84621
2016,Hombre,Nicaragua,55-59,XI,Enfermedades del sistema digestivo,165,84621
2016,Hombre,Nicaragua,55-59,XII,Enfermedades de la piel y del tejido subcutáneo,0,84621
2016,Hombre,Nicaragua,55-59,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,84621
2016,Hombre,Nicaragua,55-59,XIV,Enfermedades del sistema genitourinario,137,84621
2016,Hombre,Nicaragua,55-59,XV,"Embarazo, parto y puerperio",0,84621
2016,Hombre,Nicaragua,55-59,XVI,Afecciones originadas en el periodo perinatal,0,84621
2016,Hombre,Nicaragua,55-59,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,84621
2016,Hombre,Nicaragua,55-59,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7,84621
2016,Hombre,Nicaragua,55-59,XX,Causas externas de mortalidad,93,84621
2016,Hombre,Nicaragua,60-64,I,Enfermedades infecciosas y parasitarias,21,65788
2016,Hombre,Nicaragua,60-64,II,Tumores,129,65788
2016,Hombre,Nicaragua,60-64,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,65788
2016,Hombre,Nicaragua,60-64,IV,"Enfermedades endocrinas, nutricionales y metabólicas",149,65788
2016,Hombre,Nicaragua,60-64,IX,Enfermedades del sistema circulatorio,253,65788
2016,Hombre,Nicaragua,60-64,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",39,65788
2016,Hombre,Nicaragua,60-64,X,Enfermedades del sistema respiratorio,45,65788
2016,Hombre,Nicaragua,60-64,XI,Enfermedades del sistema digestivo,129,65788
2016,Hombre,Nicaragua,60-64,XII,Enfermedades de la piel y del tejido subcutáneo,4,65788
2016,Hombre,Nicaragua,60-64,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4,65788
2016,Hombre,Nicaragua,60-64,XIV,Enfermedades del sistema genitourinario,115,65788
2016,Hombre,Nicaragua,60-64,XV,"Embarazo, parto y puerperio",0,65788
2016,Hombre,Nicaragua,60-64,XVI,Afecciones originadas en el periodo perinatal,0,65788
2016,Hombre,Nicaragua,60-64,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,65788
2016,Hombre,Nicaragua,60-64,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6,65788
2016,Hombre,Nicaragua,60-64,XX,Causas externas de mortalidad,76,65788
2016,Hombre,Nicaragua,65-69,I,Enfermedades infecciosas y parasitarias,15,48975
2016,Hombre,Nicaragua,65-69,II,Tumores,176,48975
2016,Hombre,Nicaragua,65-69,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4,48975
2016,Hombre,Nicaragua,65-69,IV,"Enfermedades endocrinas, nutricionales y metabólicas",133,48975
2016,Hombre,Nicaragua,65-69,IX,Enfermedades del sistema circulatorio,288,48975
2016,Hombre,Nicaragua,65-69,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",36,48975
2016,Hombre,Nicaragua,65-69,X,Enfermedades del sistema respiratorio,65,48975
2016,Hombre,Nicaragua,65-69,XI,Enfermedades del sistema digestivo,129,48975
2016,Hombre,Nicaragua,65-69,XII,Enfermedades de la piel y del tejido subcutáneo,4,48975
2016,Hombre,Nicaragua,65-69,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,48975
2016,Hombre,Nicaragua,65-69,XIV,Enfermedades del sistema genitourinario,112,48975
2016,Hombre,Nicaragua,65-69,XV,"Embarazo, parto y puerperio",0,48975
2016,Hombre,Nicaragua,65-69,XVI,Afecciones originadas en el periodo perinatal,0,48975
2016,Hombre,Nicaragua,65-69,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,48975
2016,Hombre,Nicaragua,65-69,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",11,48975
2016,Hombre,Nicaragua,65-69,XX,Causas externas de mortalidad,47,48975
2016,Hombre,Nicaragua,70-74,I,Enfermedades infecciosas y parasitarias,19,33946
2016,Hombre,Nicaragua,70-74,II,Tumores,159,33946
2016,Hombre,Nicaragua,70-74,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,33946
2016,Hombre,Nicaragua,70-74,IV,"Enfermedades endocrinas, nutricionales y metabólicas",114,33946
2016,Hombre,Nicaragua,70-74,IX,Enfermedades del sistema circulatorio,372,33946
2016,Hombre,Nicaragua,70-74,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",23,33946
2016,Hombre,Nicaragua,70-74,X,Enfermedades del sistema respiratorio,96,33946
2016,Hombre,Nicaragua,70-74,XI,Enfermedades del sistema digestivo,100,33946
2016,Hombre,Nicaragua,70-74,XII,Enfermedades de la piel y del tejido subcutáneo,5,33946
2016,Hombre,Nicaragua,70-74,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,33946
2016,Hombre,Nicaragua,70-74,XIV,Enfermedades del sistema genitourinario,90,33946
2016,Hombre,Nicaragua,70-74,XV,"Embarazo, parto y puerperio",0,33946
2016,Hombre,Nicaragua,70-74,XVI,Afecciones originadas en el periodo perinatal,0,33946
2016,Hombre,Nicaragua,70-74,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,33946
2016,Hombre,Nicaragua,70-74,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",14,33946
2016,Hombre,Nicaragua,70-74,XX,Causas externas de mortalidad,37,33946
2016,Hombre,Nicaragua,75-79,I,Enfermedades infecciosas y parasitarias,15,24119
2016,Hombre,Nicaragua,75-79,II,Tumores,143,24119
2016,Hombre,Nicaragua,75-79,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4,24119
2016,Hombre,Nicaragua,75-79,IV,"Enfermedades endocrinas, nutricionales y metabólicas",121,24119
2016,Hombre,Nicaragua,75-79,IX,Enfermedades del sistema circulatorio,419,24119
2016,Hombre,Nicaragua,75-79,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",21,24119
2016,Hombre,Nicaragua,75-79,X,Enfermedades del sistema respiratorio,108,24119
2016,Hombre,Nicaragua,75-79,XI,Enfermedades del sistema digestivo,83,24119
2016,Hombre,Nicaragua,75-79,XII,Enfermedades de la piel y del tejido subcutáneo,6,24119
2016,Hombre,Nicaragua,75-79,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,24119
2016,Hombre,Nicaragua,75-79,XIV,Enfermedades del sistema genitourinario,100,24119
2016,Hombre,Nicaragua,75-79,XV,"Embarazo, parto y puerperio",0,24119
2016,Hombre,Nicaragua,75-79,XVI,Afecciones originadas en el periodo perinatal,0,24119
2016,Hombre,Nicaragua,75-79,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2,24119
2016,Hombre,Nicaragua,75-79,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",19,24119
2016,Hombre,Nicaragua,75-79,XX,Causas externas de mortalidad,35,24119
2016,Hombre,Nicaragua,80-84,I,Enfermedades infecciosas y parasitarias,13,13595
2016,Hombre,Nicaragua,80-84,II,Tumores,147,13595
2016,Hombre,Nicaragua,80-84,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3,13595
2016,Hombre,Nicaragua,80-84,IV,"Enfermedades endocrinas, nutricionales y metabólicas",65,13595
2016,Hombre,Nicaragua,80-84,IX,Enfermedades del sistema circulatorio,434,13595
2016,Hombre,Nicaragua,80-84,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",21,13595
2016,Hombre,Nicaragua,80-84,X,Enfermedades del sistema respiratorio,140,13595
2016,Hombre,Nicaragua,80-84,XI,Enfermedades del sistema digestivo,65,13595
2016,Hombre,Nicaragua,80-84,XII,Enfermedades de la piel y del tejido subcutáneo,6,13595
2016,Hombre,Nicaragua,80-84,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,13595
2016,Hombre,Nicaragua,80-84,XIV,Enfermedades del sistema genitourinario,78,13595
2016,Hombre,Nicaragua,80-84,XV,"Embarazo, parto y puerperio",0,13595
2016,Hombre,Nicaragua,80-84,XVI,Afecciones originadas en el periodo perinatal,0,13595
2016,Hombre,Nicaragua,80-84,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2,13595
2016,Hombre,Nicaragua,80-84,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",23,13595
2016,Hombre,Nicaragua,80-84,XX,Causas externas de mortalidad,37,13595
2016,Hombre,Nicaragua,85-89,I,Enfermedades infecciosas y parasitarias,11,5441
2016,Hombre,Nicaragua,85-89,II,Tumores,94,5441
2016,Hombre,Nicaragua,85-89,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3,5441
2016,Hombre,Nicaragua,85-89,IV,"Enfermedades endocrinas, nutricionales y metabólicas",51,5441
