anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion
2017,Mujer,Belice,50-54,XV,"Embarazo, parto y puerperio",0,7672
2017,Mujer,Belice,50-54,XVI,Afecciones originadas en el periodo perinatal,0,7672
2017,Mujer,Belice,50-54,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,7672
2017,Mujer,Belice,50-54,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,7672
2017,Mujer,Belice,50-54,XX,Causas externas de mortalidad,3,7672
2017,Mujer,Belice,55-59,I,Enfermedades infecciosas y parasitarias,3,6172
2017,Mujer,Belice,55-59,II,Tumores,8,6172
2017,Mujer,Belice,55-59,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,6172
2017,Mujer,Belice,55-59,IV,"Enfermedades endocrinas, nutricionales y metabólicas",7,6172
2017,Mujer,Belice,55-59,IX,Enfermedades del sistema circulatorio,12,6172
2017,Mujer,Belice,55-59,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,6172
2017,Mujer,Belice,55-59,X,Enfermedades del sistema respiratorio,3,6172
2017,Mujer,Belice,55-59,XI,Enfermedades del sistema digestivo,1,6172
2017,Mujer,Belice,55-59,XII,Enfermedades de la piel y del tejido subcutáneo,1,6172
2017,Mujer,Belice,55-59,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,6172
2017,Mujer,Belice,55-59,XIV,Enfermedades del sistema genitourinario,2,6172
2017,Mujer,Belice,55-59,XV,"Embarazo, parto y puerperio",0,6172
2017,Mujer,Belice,55-59,XVI,Afecciones originadas en el periodo perinatal,0,6172
2017,Mujer,Belice,55-59,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,6172
2017,Mujer,Belice,55-59,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,6172
2017,Mujer,Belice,55-59,XX,Causas externas de mortalidad,1,6172
2017,Mujer,Belice,60-64,I,Enfermedades infecciosas y parasitarias,7,4365
2017,Mujer,Belice,60-64,II,Tumores,9,4365
2017,Mujer,Belice,60-64,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,4365
2017,Mujer,Belice,60-64,IV,"Enfermedades endocrinas, nutricionales y metabólicas",18,4365
2017,Mujer,Belice,60-64,IX,Enfermedades del sistema circulatorio,16,4365
2017,Mujer,Belice,60-64,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,4365
2017,Mujer,Belice,60-64,X,Enfermedades del sistema respiratorio,2,4365
2017,Mujer,Belice,60-64,XI,Enfermedades del sistema digestivo,7,4365
2017,Mujer,Belice,60-64,XII,Enfermedades de la piel y del tejido subcutáneo,0,4365
2017,Mujer,Belice,60-64,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,4365
2017,Mujer,Belice,60-64,XIV,Enfermedades del sistema genitourinario,3,4365
2017,Mujer,Belice,60-64,XV,"Embarazo, parto y puerperio",0,4365
2017,Mujer,Belice,60-64,XVI,Afecciones originadas en el periodo perinatal,0,4365
2017,Mujer,Belice,60-64,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,4365
2017,Mujer,Belice,60-64,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,4365
2017,Mujer,Belice,60-64,XX,Causas externas de mortalidad,2,4365
2017,Mujer,Belice,65-69,I,Enfermedades infecciosas y parasitarias,6,3061
2017,Mujer,Belice,65-69,II,Tumores,14,3061
2017,Mujer,Belice,65-69,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,3061
2017,Mujer,Belice,65-69,IV,"Enfermedades endocrinas, nutricionales y metabólicas",17,3061
2017,Mujer,Belice,65-69,IX,Enfermedades del sistema circulatorio,21,3061
2017,Mujer,Belice,65-69,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,3061
2017,Mujer,Belice,65-69,X,Enfermedades del sistema respiratorio,6,3061
2017,Mujer,Belice,65-69,XI,Enfermedades del sistema digestivo,1,3061
2017,Mujer,Belice,65-69,XII,Enfermedades de la piel y del tejido subcutáneo,1,3061
2017,Mujer,Belice,65-69,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,3061
2017,Mujer,Belice,65-69,XIV,Enfermedades del sistema genitourinario,0,3061
2017,Mujer,Belice,65-69,XV,"Embarazo, parto y puerperio",0,3061
2017,Mujer,Belice,65-69,XVI,Afecciones originadas en el periodo perinatal,0,3061
2017,Mujer,Belice,65-69,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,3061
2017,Mujer,Belice,65-69,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,3061
2017,Mujer,Belice,65-69,XX,Causas externas de mortalidad,0,3061
2017,Mujer,Belice,70-74,I,Enfermedades infecciosas y parasitarias,4,1930
2017,Mujer,Belice,70-74,II,Tumores,8,1930
2017,Mujer,Belice,70-74,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,1930
2017,Mujer,Belice,70-74,IV,"Enfermedades endocrinas, nutricionales y metabólicas",10,1930
2017,Mujer,Belice,70-74,IX,Enfermedades del sistema circulatorio,15,1930
2017,Mujer,Belice,70-74,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,1930
2017,Mujer,Belice,70-74,X,Enfermedades del sistema respiratorio,3,1930
2017,Mujer,Belice,70-74,XI,Enfermedades del sistema digestivo,5,1930
2017,Mujer,Belice,70-74,XII,Enfermedades de la piel y del tejido subcutáneo,2,1930
2017,Mujer,Belice,70-74,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,1930
2017,Mujer,Belice,70-74,XIV,Enfermedades del sistema genitourinario,2,1930
2017,Mujer,Belice,70-74,XV,"Embarazo, parto y puerperio",0,1930
2017,Mujer,Belice,70-74,XVI,Afecciones originadas en el periodo perinatal,0,1930
2017,Mujer,Belice,70-74,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,1930
2017,Mujer,Belice,70-74,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,1930
2017,Mujer,Belice,70-74,XX,Causas externas de mortalidad,0,1930
2017,Mujer,Belice,75-79,I,Enfermedades infecciosas y parasitarias,2,1345
2017,Mujer,Belice,75-79,II,Tumores,14,1345
2017,Mujer,Belice,75-79,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,1345
2017,Mujer,Belice,75-79,IV,"Enfermedades endocrinas, nutricionales y metabólicas",12,1345
2017,Mujer,Belice,75-79,IX,Enfermedades del sistema circulatorio,24,1345
2017,Mujer,Belice,75-79,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,1345
2017,Mujer,Belice,75-79,X,Enfermedades del sistema respiratorio,7,1345
2017,Mujer,Belice,75-79,XI,Enfermedades del sistema digestivo,2,1345
2017,Mujer,Belice,75-79,XII,Enfermedades de la piel y del tejido subcutáneo,0,1345
2017,Mujer,Belice,75-79,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,1345
2017,Mujer,Belice,75-79,XIV,Enfermedades del sistema genitourinario,1,1345
2017,Mujer,Belice,75-79,XV,"Embarazo, parto y puerperio",0,1345
2017,Mujer,Belice,75-79,XVI,Afecciones originadas en el periodo perinatal,0,1345
2017,Mujer,Belice,75-79,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,1345
2017,Mujer,Belice,75-79,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,1345
2017,Mujer,Belice,75-79,XX,Causas externas de mortalidad,1,1345
2017,Mujer,Belice,80-84,I,Enfermedades infecciosas y parasitarias,3,850
2017,Mujer,Belice,80-84,II,Tumores,8,850
2017,Mujer,Belice,80-84,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,850
2017,Mujer,Belice,80-84,IV,"Enfermedades endocrinas, nutricionales y metabólicas",19,850
2017,Mujer,Belice,80-84,IX,Enfermedades del sistema circulatorio,23,850
2017,Mujer,Belice,80-84,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,850
2017,Mujer,Belice,80-84,X,Enfermedades del sistema respiratorio,5,850
2017,Mujer,Belice,80-84,XI,Enfermedades del sistema digestivo,4,850
2017,Mujer,Belice,80-84,XII,Enfermedades de la piel y del tejido subcutáneo,1,850
2017,Mujer,Belice,80-84,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,850
2017,Mujer,Belice,80-84,XIV,Enfermedades del sistema genitourinario,1,850
2017,Mujer,Belice,80-84,XV,"Embarazo, parto y puerperio",0,850
2017,Mujer,Belice,80-84,XVI,Afecciones originadas en el periodo perinatal,0,850
2017,Mujer,Belice,80-84,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,850
2017,Mujer,Belice,80-84,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,850
2017,Mujer,Belice,80-84,XX,Causas externas de mortalidad,0,850
2017,Mujer,Belice,85-89,I,Enfermedades infecciosas y parasitarias,2,446
2017,Mujer,Belice,85-89,II,Tumores,4,446
2017,Mujer,Belice,85-89,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,446
2017,Mujer,Belice,85-89,IV,"Enfermedades endocrinas, nutricionales y metabólicas",10,446
2017,Mujer,Belice,85-89,IX,Enfermedades del sistema circulatorio,30,446
2017,Mujer,Belice,85-89,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,446
2017,Mujer,Belice,85-89,X,Enfermedades del sistema respiratorio,9,446
2017,Mujer,Belice,85-89,XI,Enfermedades del sistema digestivo,3,446
2017,Mujer,Belice,85-89,XII,Enfermedades de la piel y del tejido subcutáneo,0,446
2017,Mujer,Belice,85-89,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,446
2017,Mujer,Belice,85-89,XIV,Enfermedades del sistema genitourinario,1,446
2017,Mujer,Belice,85-89,XV,"Embarazo, parto y puerperio",0,446
2017,Mujer,Belice,85-89,XVI,Afecciones originadas en el periodo perinatal,0,446
2017,Mujer,Belice,85-89,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,446
2017,Mujer,Belice,85-89,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,446
2017,Mujer,Belice,85-89,XX,Causas externas de mortalidad,1,446
2017,Mujer,Belice,90-94,I,Enfermedades infecciosas y parasitarias,1,140
2017,Mujer,Belice,90-94,II,Tumores,5,140
2017,Mujer,Belice,90-94,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,140
2017,Mujer,Belice,90-94,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3,140
2017,Mujer,Belice,90-94,IX,Enfermedades del sistema circulatorio,11,140
2017,Mujer,Belice,90-94,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3,140
2017,Mujer,Belice,90-94,X,Enfermedades del sistema respiratorio,6,140
2017,Mujer,Belice,90-94,XI,Enfermedades del sistema digestivo,1,140
2017,Mujer,Belice,90-94,XII,Enfermedades de la piel y del tejido subcutáneo,1,140
2017,Mujer,Belice,90-94,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,140
2017,Mujer,Belice,90-94,XIV,Enfermedades del sistema genitourinario,3,140
2017,Mujer,Belice,90-94,XV,"Embarazo, parto y puerperio",0,140
2017,Mujer,Belice,90-94,XVI,Afecciones originadas en el periodo perinatal,0,140
2017,Mujer,Belice,90-94,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,140
2017,Mujer,Belice,90-94,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,140
2017,Mujer,Belice,90-94,XX,Causas externas de mortalidad,1,140
2017,Mujer,Belice,95+,I,Enfermedades infecciosas y parasitarias,0,28.999999999999996
2017,Mujer,Belice,95+,II,Tumores,0,28.999999999999996
2017,Mujer,Belice,95+,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,28.999999999999996
2017,Mujer,Belice,95+,IV,"Enfermedades endocrinas, nutricionales y metabólicas",4,28.999999999999996
2017,Mujer,Belice,95+,IX,Enfermedades del sistema circulatorio,8,28.999999999999996
2017,Mujer,Belice,95+,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,28.999999999999996
2017,Mujer,Belice,95+,X,Enfermedades del sistema respiratorio,9,28.999999999999996
2017,Mujer,Belice,95+,XI,Enfermedades del sistema digestivo,0,28.999999999999996
2017,Mujer,Belice,95+,XII,Enfermedades de la piel y del tejido subcutáneo,0,28.999999999999996
2017,Mujer,Belice,95+,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,28.999999999999996
2017,Mujer,Belice,95+,XIV,Enfermedades del sistema genitourinario,0,28.999999999999996
2017,Mujer,Belice,95+,XV,"Embarazo, parto y puerperio",0,28.999999999999996
2017,Mujer,Belice,95+,XVI,Afecciones originadas en el periodo perinatal,0,28.999999999999996
2017,Mujer,Belice,95+,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,28.999999999999996
2017,Mujer,Belice,95+,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4,28.999999999999996
2017,Mujer,Belice,95+,XX,Causas externas de mortalidad,0,28.999999999999996
2018,Hombre,Belice,0-4,I,Enfermedades infecciosas y parasitarias,4,19779
2018,Hombre,Belice,0-4,II,Tumores,0,19779
2018,Hombre,Belice,0-4,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19779
2018,Hombre,Belice,0-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,19779
2018,Hombre,Belice,0-4,IX,Enfermedades del sistema circulatorio,1,19779
2018,Hombre,Belice,0-4,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,19779
2018,Hombre,Belice,0-4,X,Enfermedades del sistema respiratorio,4,19779
2018,Hombre,Belice,0-4,XI,Enfermedades del sistema digestivo,0,19779
2018,Hombre,Belice,0-4,XII,Enfermedades de la piel y del tejido subcutáneo,0,19779
2018,Hombre,Belice,0-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19779
2018,Hombre,Belice,0-4,XIV,Enfermedades del sistema genitourinario,0,19779
2018,Hombre,Belice,0-4,XV,"Embarazo, parto y puerperio",0,19779
2018,Hombre,Belice,0-4,XVI,Afecciones originadas en el periodo perinatal,31,19779
2018,Hombre,Belice,0-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",17,19779
2018,Hombre,Belice,0-4,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,19779
2018,Hombre,Belice,0-4,XX,Causas externas de mortalidad,5,19779
2018,Hombre,Belice,10-14,I,Enfermedades infecciosas y parasitarias,1,19522
2018,Hombre,Belice,10-14,II,Tumores,0,19522
2018,Hombre,Belice,10-14,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19522
2018,Hombre,Belice,10-14,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,19522
2018,Hombre,Belice,10-14,IX,Enfermedades del sistema circulatorio,1,19522
2018,Hombre,Belice,10-14,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3,19522
2018,Hombre,Belice,10-14,X,Enfermedades del sistema respiratorio,1,19522
2018,Hombre,Belice,10-14,XI,Enfermedades del sistema digestivo,0,19522
2018,Hombre,Belice,10-14,XII,Enfermedades de la piel y del tejido subcutáneo,0,19522
2018,Hombre,Belice,10-14,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19522
2018,Hombre,Belice,10-14,XIV,Enfermedades del sistema genitourinario,0,19522
2018,Hombre,Belice,10-14,XV,"Embarazo, parto y puerperio",0,19522
2018,Hombre,Belice,10-14,XVI,Afecciones originadas en el periodo perinatal,0,19522
2018,Hombre,Belice,10-14,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,19522
2018,Hombre,Belice,10-14,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,19522
2018,Hombre,Belice,10-14,XX,Causas externas de mortalidad,4,19522
2018,Hombre,Belice,15-19,I,Enfermedades infecciosas y parasitarias,1,19918
2018,Hombre,Belice,15-19,II,Tumores,1,19918
2018,Hombre,Belice,15-19,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19918
2018,Hombre,Belice,15-19,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,19918
2018,Hombre,Belice,15-19,IX,Enfermedades del sistema circulatorio,0,19918
2018,Hombre,Belice,15-19,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3,19918
2018,Hombre,Belice,15-19,X,Enfermedades del sistema respiratorio,1,19918
2018,Hombre,Belice,15-19,XI,Enfermedades del sistema digestivo,0,19918
2018,Hombre,Belice,15-19,XII,Enfermedades de la piel y del tejido subcutáneo,0,19918
2018,Hombre,Belice,15-19,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19918
2018,Hombre,Belice,15-19,XIV,Enfermedades del sistema genitourinario,0,19918
2018,Hombre,Belice,15-19,XV,"Embarazo, parto y puerperio",0,19918
2018,Hombre,Belice,15-19,XVI,Afecciones originadas en el periodo perinatal,0,19918
2018,Hombre,Belice,15-19,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,19918
2018,Hombre,Belice,15-19,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,19918
2018,Hombre,Belice,15-19,XX,Causas externas de mortalidad,12,19918
2018,Hombre,Belice,20-24,I,Enfermedades infecciosas y parasitarias,2,19185
2018,Hombre,Belice,20-24,II,Tumores,2,19185
2018,Hombre,Belice,20-24,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19185
2018,Hombre,Belice,20-24,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,19185
2018,Hombre,Belice,20-24,IX,Enfermedades del sistema circulatorio,1,19185
2018,Hombre,Belice,20-24,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,19185
2018,Hombre,Belice,20-24,X,Enfermedades del sistema respiratorio,2,19185
2018,Hombre,Belice,20-24,XI,Enfermedades del sistema digestivo,1,19185
2018,Hombre,Belice,20-24,XII,Enfermedades de la piel y del tejido subcutáneo,0,19185
2018,Hombre,Belice,20-24,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19185
2018,Hombre,Belice,20-24,XIV,Enfermedades del sistema genitourinario,0,19185
2018,Hombre,Belice,20-24,XV,"Embarazo, parto y puerperio",0,19185
2018,Hombre,Belice,20-24,XVI,Afecciones originadas en el periodo perinatal,0,19185
2018,Hombre,Belice,20-24,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2,19185
2018,Hombre,Belice,20-24,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,19185
2018,Hombre,Belice,20-24,XX,Causas externas de mortalidad,36,19185
2018,Hombre,Belice,25-29,I,Enfermedades infecciosas y parasitarias,2,17930
2018,Hombre,Belice,25-29,II,Tumores,2,17930
2018,Hombre,Belice,25-29,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,17930
2018,Hombre,Belice,25-29,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2,17930
2018,Hombre,Belice,25-29,IX,Enfermedades del sistema circulatorio,1,17930
2018,Hombre,Belice,25-29,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,17930
2018,Hombre,Belice,25-29,X,Enfermedades del sistema respiratorio,3,17930
2018,Hombre,Belice,25-29,XI,Enfermedades del sistema digestivo,2,17930
2018,Hombre,Belice,25-29,XII,Enfermedades de la piel y del tejido subcutáneo,0,17930
2018,Hombre,Belice,25-29,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,17930
2018,Hombre,Belice,25-29,XIV,Enfermedades del sistema genitourinario,0,17930
2018,Hombre,Belice,25-29,XV,"Embarazo, parto y puerperio",0,17930
2018,Hombre,Belice,25-29,XVI,Afecciones originadas en el periodo perinatal,0,17930
2018,Hombre,Belice,25-29,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,17930
2018,Hombre,Belice,25-29,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,17930
2018,Hombre,Belice,25-29,XX,Causas externas de mortalidad,43,17930
2018,Hombre,Belice,30-34,I,Enfermedades infecciosas y parasitarias,6,15542
2018,Hombre,Belice,30-34,II,Tumores,3,15542
2018,Hombre,Belice,30-34,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,15542
2018,Hombre,Belice,30-34,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,15542
2018,Hombre,Belice,30-34,IX,Enfermedades del sistema circulatorio,1,15542
2018,Hombre,Belice,30-34,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,15542
2018,Hombre,Belice,30-34,X,Enfermedades del sistema respiratorio,3,15542
2018,Hombre,Belice,30-34,XI,Enfermedades del sistema digestivo,1,15542
2018,Hombre,Belice,30-34,XII,Enfermedades de la piel y del tejido subcutáneo,0,15542
2018,Hombre,Belice,30-34,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,15542
2018,Hombre,Belice,30-34,XIV,Enfermedades del sistema genitourinario,0,15542
2018,Hombre,Belice,30-34,XV,"Embarazo, parto y puerperio",0,15542
2018,Hombre,Belice,30-34,XVI,Afecciones originadas en el periodo perinatal,0,15542
2018,Hombre,Belice,30-34,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,15542
2018,Hombre,Belice,30-34,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,15542
2018,Hombre,Belice,30-34,XX,Causas externas de mortalidad,28,15542
2018,Hombre,Belice,35-39,I,Enfermedades infecciosas y parasitarias,21,13044
2018,Hombre,Belice,35-39,II,Tumores,3,13044
2018,Hombre,Belice,35-39,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,13044
2018,Hombre,Belice,35-39,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2,13044
2018,Hombre,Belice,35-39,IX,Enfermedades del sistema circulatorio,1,13044
2018,Hombre,Belice,35-39,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,13044
2018,Hombre,Belice,35-39,X,Enfermedades del sistema respiratorio,1,13044
2018,Hombre,Belice,35-39,XI,Enfermedades del sistema digestivo,2,13044
2018,Hombre,Belice,35-39,XII,Enfermedades de la piel y del tejido subcutáneo,0,13044
2018,Hombre,Belice,35-39,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,13044
2018,Hombre,Belice,35-39,XIV,Enfermedades del sistema genitourinario,0,13044
2018,Hombre,Belice,35-39,XV,"Embarazo, parto y puerperio",0,13044
2018,Hombre,Belice,35-39,XVI,Afecciones originadas en el periodo perinatal,0,13044
2018,Hombre,Belice,35-39,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,13044
2018,Hombre,Belice,35-39,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,13044
2018,Hombre,Belice,35-39,XX,Causas externas de mortalidad,24,13044
2018,Hombre,Belice,40-44,I,Enfermedades infecciosas y parasitarias,11,11195
2018,Hombre,Belice,40-44,II,Tumores,1,11195
2018,Hombre,Belice,40-44,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,11195
2018,Hombre,Belice,40-44,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,11195
2018,Hombre,Belice,40-44,IX,Enfermedades del sistema circulatorio,3,11195
2018,Hombre,Belice,40-44,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,11195
2018,Hombre,Belice,40-44,X,Enfermedades del sistema respiratorio,3,11195
2018,Hombre,Belice,40-44,XI,Enfermedades del sistema digestivo,1,11195
2018,Hombre,Belice,40-44,XII,Enfermedades de la piel y del tejido subcutáneo,0,11195
2018,Hombre,Belice,40-44,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,11195
2018,Hombre,Belice,40-44,XIV,Enfermedades del sistema genitourinario,0,11195
2018,Hombre,Belice,40-44,XV,"Embarazo, parto y puerperio",0,11195
2018,Hombre,Belice,40-44,XVI,Afecciones originadas en el periodo perinatal,0,11195
2018,Hombre,Belice,40-44,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,11195
2018,Hombre,Belice,40-44,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,11195
2018,Hombre,Belice,40-44,XX,Causas externas de mortalidad,27,11195
2018,Hombre,Belice,45-49,I,Enfermedades infecciosas y parasitarias,10,9697
2018,Hombre,Belice,45-49,II,Tumores,6,9697
2018,Hombre,Belice,45-49,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,9697
2018,Hombre,Belice,45-49,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6,9697
2018,Hombre,Belice,45-49,IX,Enfermedades del sistema circulatorio,6,9697
2018,Hombre,Belice,45-49,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2,9697
2018,Hombre,Belice,45-49,X,Enfermedades del sistema respiratorio,5,9697
2018,Hombre,Belice,45-49,XI,Enfermedades del sistema digestivo,2,9697
2018,Hombre,Belice,45-49,XII,Enfermedades de la piel y del tejido subcutáneo,0,9697
2018,Hombre,Belice,45-49,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,9697
2018,Hombre,Belice,45-49,XIV,Enfermedades del sistema genitourinario,3,9697
2018,Hombre,Belice,45-49,XV,"Embarazo, parto y puerperio",0,9697
2018,Hombre,Belice,45-49,XVI,Afecciones originadas en el periodo perinatal,0,9697
2018,Hombre,Belice,45-49,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,9697
2018,Hombre,Belice,45-49,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,9697
2018,Hombre,Belice,45-49,XX,Causas externas de mortalidad,19,9697
2018,Hombre,Belice,5-9,I,Enfermedades infecciosas y parasitarias,1,18664
2018,Hombre,Belice,5-9,II,Tumores,0,18664
2018,Hombre,Belice,5-9,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,18664
2018,Hombre,Belice,5-9,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,18664
2018,Hombre,Belice,5-9,IX,Enfermedades del sistema circulatorio,1,18664
2018,Hombre,Belice,5-9,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,18664
2018,Hombre,Belice,5-9,X,Enfermedades del sistema respiratorio,0,18664
2018,Hombre,Belice,5-9,XI,Enfermedades del sistema digestivo,0,18664
2018,Hombre,Belice,5-9,XII,Enfermedades de la piel y del tejido subcutáneo,0,18664
2018,Hombre,Belice,5-9,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,18664
2018,Hombre,Belice,5-9,XIV,Enfermedades del sistema genitourinario,0,18664
2018,Hombre,Belice,5-9,XV,"Embarazo, parto y puerperio",0,18664
